Município,UF,População,Total Despesa
Cristália,MG,5993,13952676.78
Cristópolis,BA,14247,28223470.93
Crisólita,MG,6467,13490705.07
Crisópolis,BA,21529,38252772.9
Crixás,GO,16592,51825351.34
Crixás do Tocantins,TO,1666,8381024.27
Croatá,CE,17650,38062549.14
Cromínia,GO,3622,10699682.17
Crucilândia,MG,4991,12843133.57
Cruz,CE,23514,50792101.49
Cruz Alta,RS,63946,145561266.63
Cruz Machado,PR,18755,51724410.26
Cruz das Almas,BA,63761,90256165.23
Cruzaltense,RS,2115,12612758.91
Cruzeiro,SP,80749,160375539.4
Cruzeiro da Fortaleza,MG,4122,15220760.83
Cruzeiro do Iguaçu,PR,4380,17355215.76
Cruzeiro do Oeste,PR,21149,45097901.94
Cruzeiro do Sul,AC,80953,113222749.43
Cruzeiro do Sul,PR,4646,15542541.33
Cruzeiro do Sul,RS,12122,25926409.89
Cruzeta,RN,8173,17083142.69
Cruzmaltina,PR,3166,12207315.79
Cruzália,SP,2234,11697828.42
Cruzília,MG,15299,26102334.28
Cubati,PB,7150,16542816.0
Cubatão,SP,126105,1066041992.56
Cuiabá,MT,575480,1737167117.21
Cuitegi,PB,6867,16051395.5
Cuité,PB,20312,42368795.98
Cuité de Mamanguape,PB,6331,15278563.09
Cujubim,RO,20204,38540374.83
Cumari,GO,3001,11369916.73
Cumaru,PE,13960,34607461.9
Cumaru do Norte,PA,12069,33026394.5
Cumbe,SE,3970,13194191.38
Cunha,SP,22167,44549053.54
Cunha Porã,SC,10944,24741188.35
Cunhataí,SC,1937,10080238.95
Cuparaque,MG,4922,14448360.75
Cupira,PE,23769,47453646.8
Curaçá,BA,34974,69740914.59
Curimatá,PI,11078,20131155.68
Curionópolis,PA,17844,50926743.92
Curitiba,PR,1864416,6816481458.98
Curitibanos,SC,39061,82014655.13
Curiúva,PR,14720,29281280.44
Currais,PI,4829,13177941.09
Currais Novos,RN,44710,76609911.34
Curral Novo do Piauí,PI,5059,13101761.78
Curral Velho,PB,2526,10440255.44
Curral de Cima,PB,5252,10380122.85
Curral de Dentro,MG,7420,15286087.56
Curralinhos,PI,4318,10991010.38
Cururupu,MA,31027,77932598.01
Curuá,PA,13333,27329894.12
Curuçá,PA,37188,51627442.57
Curvelo,MG,78373,133952389.79
Curvelândia,MT,4984,12557749.92
Custódia,PE,35884,66976036.67
Cáceres,MT,90106,150839571.7
Cássia,MG,17991,36509153.65
Cássia dos Coqueiros,SP,2640,13543293.24
Cândido Godói,RS,6631,18098656.53
Cândido Mendes,MA,19567,35069226.75
Cândido Mota,SP,31063,86322652.81
Cândido Rodrigues,SP,2773,13107628.88
Cândido Sales,BA,26952,54638499.98
Cândido de Abreu,PR,16484,30532944.05
Céu Azul,PR,11589,42051688.77
Cícero Dantas,BA,34540,56368726.17
Córrego Danta,MG,3408,13373615.29
Córrego Fundo,MG,6159,16782566.43
Córrego Novo,MG,3065,12489939.41
Córrego do Bom Jesus,MG,3815,10717448.32
Córrego do Ouro,GO,2590,10664969.24
Cônego Marinho,MG,7515,13807399.65
Damianópolis,GO,3383,11205582.22
Damião,PB,5195,12917282.24
Damolândia,GO,2886,11140578.12
Darcinópolis,TO,5753,11096674.18
Datas,MG,5425,13319173.95
David Canabarro,RS,4837,13625635.52
Davinópolis,GO,2123,16880456.69
Davinópolis,MA,12650,21368551.69
Delfim Moreira,MG,8199,15171048.64
Delmiro Gouveia,AL,51349,102427274.51
Delta,MG,9280,25335859.99
Demerval Lobão,PI,13526,21891497.18
Denise,MT,8897,17132084.72
Deodápolis,MS,12588,24762240.94
Deputado Irapuan Pinheiro,CE,9403,21988455.58
Derrubadas,RS,3173,15565579.24
Descalvado,SP,32790,90861018.88
Descanso,SC,8558,18666199.45
Descoberto,MG,4989,13486827.75
Desterro,PB,8225,14916068.79
Desterro de Entre Rios,MG,7279,12941655.55
Desterro do Melo,MG,3048,12457201.84
Dezesseis de Novembro,RS,2823,10962690.36
Diadema,SP,409613,1067497138.92
Diamante,PB,6613,14785742.25
Diamante D'Oeste,PR,5242,16834338.33
Diamante do Norte,PR,5501,19630634.68
Diamante do Sul,PR,3575,11231948.52
Diamantina,MG,47803,87369830.4
Diamantino,MT,20945,68360225.98
Dianópolis,TO,20870,34709302.56
Dias d'Ávila,BA,76624,149372502.97
Dilermando de Aguiar,RS,3140,12820316.68
Diogo de Vasconcelos,MG,3929,12720195.04
Dionísio,MG,8558,13300869.56
Dionísio Cerqueira,SC,15283,47095660.0
Diorama,GO,2545,9090524.23
Dirce Reis,SP,1766,10716996.76
Divina Pastora,SE,4804,25063801.1
Divino,MG,19947,32862439.23
Divino das Laranjeiras,MG,5080,13109025.06
Divino de São Lourenço,ES,4669,16219857.69
Divinolândia,SP,11547,26449367.14
Divinolândia de Minas,MG,7425,14414632.11
Divinésia,MG,3427,11837807.19
Divinópolis,MG,228643,473639223.11
Divinópolis de Goiás,GO,5032,19257794.47
Divinópolis do Tocantins,TO,6729,15853026.91
Divisa Alegre,MG,6398,15532950.18
Divisa Nova,MG,6011,13569426.03
Divisópolis,MG,10027,16406837.88
Dobrada,SP,8513,17509736.03
Dois Córregos,SP,26324,66901173.2
Dois Irmãos,RS,29862,71429776.19
Dois Irmãos das Missões,RS,2183,12047007.49
Dois Irmãos do Buriti,MS,10880,34825794.23
Dois Irmãos do Tocantins,TO,7311,13860759.31
Dois Lajeados,RS,3410,15575604.93
Dois Riachos,AL,11229,26664423.92
Dois Vizinhos,PR,38768,93955592.5
Dolcinópolis,SP,2145,10882703.26
Dom Aquino,MT,8066,22197392.35
Dom Basílio,BA,12441,26156597.62
Dom Bosco,MG,3857,12086315.3
Dom Cavati,MG,5288,11238903.03
Dom Eliseu,PA,55513,100558345.2
Dom Expedito Lopes,PI,6735,12038961.45
Dom Feliciano,RS,15103,32394598.4
Dom Inocêncio,PI,9376,17004975.16
Dom Joaquim,MG,4624,15137820.38
Dom Macedo Costa,BA,4140,11042119.89
Dom Pedrito,RS,39920,83583734.89
Dom Pedro,MA,22863,40784635.57
Dom Pedro de Alcântara,RS,2621,10266654.26
Dom Silvério,MG,5346,13077553.66
Dom Viçoso,MG,3074,9651420.08
Domingos Martins,ES,34239,98757261.95
Domingos Mourão,PI,4291,11078882.53
Dona Emma,SC,3955,13625996.81
Dona Eusébia,MG,6386,14884052.95
Dona Francisca,RS,3397,12920144.15
Dona Inês,PB,10495,22816764.95
Dores de Campos,MG,9882,19703477.25
Dores de Guanhães,MG,5335,16256665.0
Dores do Indaiá,MG,14014,32262884.76
Dores do Rio Preto,ES,6859,21935735.82
Dores do Turvo,MG,4495,11760295.35
Doresópolis,MG,1512,11207277.36
Dormentes,PE,18126,37798701.88
Douradina,MS,5670,19013012.22
Douradina,PR,8120,19487915.41
Dourado,SP,8890,25830333.88
Douradoquara,MG,1915,11135642.59
Dourados,MS,210218,660688690.75
Doutor Camargo,PR,6036,16309213.68
Doutor Maurício Cardoso,RS,5249,18038113.66
Doutor Pedrinho,SC,3883,12150789.9
Doutor Ricardo,RS,2079,11535271.38
Doutor Severiano,RN,7181,16740873.84
Doutor Ulysses,PR,5822,12551822.63
Doverlândia,GO,7890,21145924.03
Dracena,SP,45600,104778490.75
Duartina,SP,12576,31410772.18
Duas Barras,RJ,11096,44693584.51
Duas Estradas,PB,3631,12545989.48
Dueré,TO,4720,12411689.54
Dumont,SP,9028,24779223.93
Duque Bacelar,MA,11015,27551261.47
Duque de Caxias,RJ,878402,2222493042.69
Durandé,MG,7783,15215795.02
Dário Meira,BA,12190,22515698.8
Echaporã,SP,6352,20836746.25
Ecoporanga,ES,24299,55307265.68
Edealina,GO,3816,24165423.3
Edéia,GO,11952,31088469.87
Eirunepé,AM,33580,43043548.51
Eldorado,MS,12079,31076899.51
Eldorado,SP,15289,43238497.38
Eldorado do Sul,RS,37366,94189764.77
Elesbão Veloso,PI,14462,24997301.14
Elias Fausto,SP,16926,57946240.64
Eliseu Martins,PI,4791,12047012.55
Elisiário,SP,3406,13770270.02
Elísio Medrado,BA,8420,17260932.39
Elói Mendes,MG,27019,46926963.09
Emas,PB,3463,11803341.99
Embaúba,SP,2484,12270717.66
Embu das Artes,SP,259053,466884267.55
Embu-Guaçu,SP,66792,136120557.65
Emilianópolis,SP,3162,12496945.56
Encantado,RS,21750,57359037.03
Encanto,RN,5554,15628566.83
Encruzilhada,BA,20859,41803130.72
Encruzilhada do Sul,RS,25647,59844856.92
Engenheiro Beltrão,PR,14303,34699791.48
Engenheiro Caldas,MG,10888,22569774.81
Engenheiro Coelho,SP,18153,45400896.78
Engenheiro Navarro,MG,7353,14035530.66
Engenheiro Paulo de Frontin,RJ,13566,47583282.43
Engenho Velho,RS,1428,10057674.21
Entre Folhas,MG,5373,11907125.36
Entre Rios,BA,42828,82533796.91
Entre Rios,SC,3135,12321972.32
Entre Rios de Minas,MG,15034,20933869.13
Entre Rios do Oeste,PR,4255,28729984.39
Entre Rios do Sul,RS,3088,16411252.6
Entre-Ijuís,RS,9068,26279594.16
Envira,AM,18422,32528896.58
Enéas Marques,PR,6209,21660899.09
Epitaciolândia,AC,16417,24291982.81
Equador,RN,6070,14252667.48
Erebango,RS,3064,14365947.45
Erechim,RS,101752,206973326.79
Ererê,CE,7073,19166944.94
Ermo,SC,2079,12176208.71
Ernestina,RS,3202,12434170.1
Erval Grande,RS,5227,16963117.61
Erval Seco,RS,7834,18147769.19
Erval Velho,SC,4456,16869068.39
Ervália,MG,18789,33029623.56
Escada,PE,66907,109179481.78
Esmeralda,RS,3294,16505075.19
Esmeraldas,MG,66237,94226282.15
Espera Feliz,MG,24287,40230512.77
Esperantina,PI,38749,59963658.19
Esperantina,TO,10356,17605747.56
Esperantinópolis,MA,17238,41169025.36
Esperança,PB,32530,61572482.56
Esperança Nova,PR,1922,11465238.56
Esperança do Sul,RS,3268,12747086.58
Espigão Alto do Iguaçu,PR,4591,16392605.33
Espigão D'Oeste,RO,32047,58072888.59
Espinosa,MG,32117,48202909.34
Esplanada,BA,36339,78640501.47
Espumoso,RS,15790,40408538.29
Espírito Santo,RN,10739,17518995.61
Espírito Santo do Dourado,MG,4648,10741793.92
Espírito Santo do Pinhal,SP,43756,95206719.28
Espírito Santo do Turvo,SP,4574,16379688.76
Estação,RS,6173,17507400.79
Esteio,RS,83846,194290554.49
Estiva,MG,11329,18200503.64
Estiva Gerbi,SP,10772,32372000.97
Estreito,MA,39805,88592035.22
Estrela,RS,32535,89139900.89
Estrela Dalva,MG,2483,9298540.01
Estrela Velha,RS,3743,15883139.29
Estrela d'Oeste,SP,8460,26895435.83
Estrela de Alagoas,AL,18198,35829075.81
Estrela do Indaiá,MG,3599,12262910.6
Estrela do Norte,GO,3389,12908672.18
Estrela do Norte,SP,2756,14027146.88
Estrela do Sul,MG,7851,15316603.78
Estância,SE,67953,178463300.18
Estância Velha,RS,45986,102084257.14
Euclides da Cunha,BA,60932,98443565.01
Euclides da Cunha Paulista,SP,9685,26054354.95
Eugenópolis,MG,11107,18470665.71
Eugênio de Castro,RS,2769,14545775.88
Eunápolis,BA,112032,226978283.38
Eusébio,CE,50308,208876795.11
Ewbank da Câmara,MG,3914,12244789.74
Extrema,MG,32402,133541397.09
Extremoz,RN,27107,73345910.92
Exu,PE,32001,59245435.31
Fagundes,PB,11413,21133008.53
Fagundes Varela,RS,2699,14061736.13
Faina,GO,7034,18774042.56
Fama,MG,2421,9804150.71
Faria Lemos,MG,3409,11800347.67
Farias Brito,CE,18937,43905267.79
Faro,PA,7504,18230768.04
Farol,PR,3422,13928835.02
Farroupilha,RS,68030,181020274.47
Fartura,SP,15925,38918426.34
Faxinal,PR,17084,33719806.06
Faxinal do Soturno,RS,6870,19112542.37
Faxinal dos Guedes,SC,10784,35712392.19
Faxinalzinho,RS,2570,12176110.03
Fazenda Nova,GO,6239,13889649.9
Fazenda Rio Grande,PR,90648,170056695.31
Fazenda Vilanova,RS,4048,15627089.12
Feijó,AC,32398,38303819.16
Feira Grande,AL,22406,50853900.62
Feira Nova,PE,21579,36617831.62
Feira Nova,SE,5551,13023026.92
Feira Nova do Maranhão,MA,8293,16216354.82
Feira da Mata,BA,5911,14702780.16
Feira de Santana,BA,612000,964000023.75
Felipe Guerra,RN,5994,29739326.51
Felisburgo,MG,7288,17274810.85
Felixlândia,MG,14973,31508031.45
Feliz,RS,13068,37330914.93
Feliz Deserto,AL,4714,16091944.93
Feliz Natal,MT,12440,31865944.9
Felício dos Santos,MG,5118,14389308.44
Fernandes Pinheiro,PR,5981,23131132.0
Fernandes Tourinho,MG,3269,10992162.99
Fernando Falcão,MA,9932,21952966.14
Fernando Pedroza,RN,3019,10696832.02
Fernando Prestes,SP,5748,18106580.5
Fernandópolis,SP,67836,155702248.8
Fernão,SP,1658,10763551.9
Ferreira Gomes,AP,6714,37671289.57
Ferreiros,PE,11904,25002660.21
Ferros,MG,10707,20963677.16
Fervedouro,MG,10880,19356510.35
Figueira,PR,8315,20029774.02
Figueirão,MS,3005,17020232.26
Figueirópolis,TO,5403,12434802.18
Figueirópolis D'Oeste,MT,3599,11374944.74
Filadélfia,BA,17593,35608031.57
Firmino Alves,BA,5766,13222611.9
Firminópolis,GO,12492,22228272.36
Flor da Serra do Sul,PR,4812,18605606.53
Flor do Sertão,SC,1603,11436236.29
Flora Rica,SP,1666,11420106.46
Floraí,PR,5137,17079262.78
Floreal,SP,3027,16057346.3
Flores,PE,22599,39560314.0
Flores da Cunha,RS,28974,83129407.76
Flores de Goiás,GO,13988,25540478.51
Flores do Piauí,PI,4395,11772225.56
Floresta,PE,31454,73445839.39
Floresta,PR,6397,19998647.48
Floresta Azul,BA,11352,18886895.66
Floresta do Araguaia,PA,19005,42003238.86
Floresta do Piauí,PI,2513,7982233.84
Florestal,MG,7137,18980349.44
Florestópolis,PR,11265,22699966.41
Floriano,PI,58702,107962567.77
Floriano Peixoto,RS,2004,10099777.29
Florianópolis,SC,461524,1602855490.83
Florânia,RN,9250,21576317.51
Florínia,SP,2821,18842197.56
Flórida,PR,2662,13520658.96
Flórida Paulista,SP,13854,33729657.77
Fonte Boa,AM,21295,54782307.31
Fontoura Xavier,RS,10916,23784195.12
Formiga,MG,67833,131114278.05
Formigueiro,RS,7119,18082536.36
Formosa,GO,110388,188487360.8
Formosa do Oeste,PR,7381,18917979.24
Formosa do Rio Preto,BA,25074,90762622.31
Formosa do Sul,SC,2589,12177214.76
Formoso,GO,4780,12238793.4
Formoso,MG,8945,18074436.88
Formoso do Araguaia,TO,18773,37024314.65
Forquetinha,RS,2532,9210233.24
Forquilha,CE,23276,40308232.79
Forquilhinha,SC,24694,65519215.57
Fortaleza,CE,2571896,5847827663.35
Fortaleza de Minas,MG,4330,13480487.52
Fortaleza dos Nogueiras,MA,12360,31111190.91
Fortaleza dos Valos,RS,4636,20199778.07
Fortim,CE,15781,37974117.93
Fortuna,MA,15226,29136682.41
Fortuna de Minas,MG,2872,12490434.58
Foz do Iguaçu,PR,263647,727842275.35
Foz do Jordão,PR,5277,16612041.82
Fraiburgo,SC,35781,87382108.06
Franca,SP,339461,586051514.59
Francinópolis,PI,5268,10657997.4
Francisco Alves,PR,6448,20014865.56
Francisco Ayres,PI,4361,10546413.35
Francisco Badaró,MG,10546,16728246.46
Francisco Beltrão,PR,85486,217952755.18
Francisco Dantas,RN,2919,10827626.44
Francisco Dumont,MG,5130,15726195.45
Francisco Macedo,PI,3078,8781580.13
Francisco Morato,SP,166505,274340034.95
Francisco Santos,PI,8993,16074643.6
Francisco Sá,MG,26102,43406333.62
Franciscópolis,MG,5784,13234432.34
Franco da Rocha,SP,143817,257809005.54
Frecheirinha,CE,13473,28159937.29
Frederico Westphalen,RS,30409,67344800.11
Frei Gaspar,MG,6031,14014994.02
Frei Inocêncio,MG,9428,13370436.37
Frei Lagonegro,MG,3475,11404871.54
Frei Martinho,PB,2984,11075732.69
Frei Miguelinho,PE,15036,29242603.45
Frei Paulo,SE,14890,32001393.2
Frei Rogério,SC,2301,11746052.05
Fronteira,MG,16036,43589417.04
Fronteira dos Vales,MG,4765,10840118.13
Fronteiras,PI,11411,29726922.84
Fruta de Leite,MG,5863,12712353.43
Frutal,MG,57269,125608376.75
Frutuoso Gomes,RN,4254,12826184.71
Fundão,ES,19585,66566772.84
Funilândia,MG,4153,18331924.86
Fátima,BA,18502,34305020.74
Fátima,TO,3889,10796332.62
Fátima do Sul,MS,19240,44928042.62
Fênix,PR,4912,16372841.87
Gabriel Monteiro,SP,2790,12130416.37
Gado Bravo,PB,8458,18543107.96
Galiléia,MG,7076,14464555.98
Galinhos,RN,2516,12180103.73
Galvão,SC,3297,13315946.14
Gameleira,PE,29829,39053462.12
Gameleira de Goiás,GO,3605,13956863.95
Gameleiras,MG,5259,14134701.54
Gandu,BA,33097,48723907.64
Garanhuns,PE,136057,245617858.53
Gararu,SE,11718,24378898.45
Garibaldi,RS,32862,105931949.79
Garopaba,SC,20545,54407812.34
Garruchos,RS,3239,13458478.42
Garuva,SC,16435,48749060.7
Garça,SP,44506,134571665.07
Gaspar,SC,63826,164065705.26
Gastão Vidigal,SP,4534,13739543.28
Gaurama,RS,5940,16642425.77
Gavião,BA,4729,13631261.07
Gavião Peixoto,SP,4662,23978245.02
Gaúcha do Norte,MT,6900,28110189.89
Geminiano,PI,5298,10711507.8
General Carneiro,MT,5267,19133002.0
General Carneiro,PR,14039,29527390.07
General Câmara,RS,8679,15433958.76
General Maynard,SE,3188,11617850.06
General Salgado,SP,10966,37093363.56
General Sampaio,CE,6679,20932338.16
Gentil,RS,1714,11371678.91
Gentio do Ouro,BA,11381,24867315.89
Getulina,SP,11249,25270642.27
Getúlio Vargas,RS,16647,37853544.62
Gilbués,PI,10509,22686173.67
Girau do Ponciano,AL,40100,80575482.08
Giruá,RS,17269,55154767.58
Glaucilândia,MG,3114,9927720.75
Glicério,SP,4759,17548940.08
Glorinha,RS,7443,26754586.2
Glória,BA,16039,37049952.55
Glória D'Oeste,MT,3047,12234521.06
Glória de Dourados,MS,10008,22743207.48
Glória do Goitá,PE,30111,43510754.96
Godofredo Viana,MA,11262,27243260.09
Godoy Moreira,PR,3279,11912737.75
Goiabeira,MG,3253,11917640.11
Goiana,PE,78287,185273420.74
Goiandira,GO,5520,11718342.2
Goianinha,RN,24889,72501252.15
Goianira,GO,38607,80795317.75
Goianorte,TO,5125,10808539.8
Goianá,MG,3876,11144484.9
Goianápolis,GO,11013,28358819.65
Goianésia,GO,64861,136677009.4
Goianésia do Pará,PA,37249,70479413.29
Goiatuba,GO,33902,120440277.44
Goioerê,PR,29722,60274203.51
Goioxim,PR,7553,17559647.31
Goiás,GO,24615,59434570.72
Goiânia,GO,1412364,4034117079.02
Gongogi,BA,8212,16545217.21
Gonzaga,MG,6168,13405552.46
Gonçalves,MG,4381,11842465.27
Gonçalves Dias,MA,17576,31112239.83
Gouveia,MG,12039,19579534.63
Gouvelândia,GO,5417,20200881.52
Governador Archer,MA,10531,21262441.81
Governador Celso Ramos,SC,13801,45903662.71
Governador Dix-Sept Rosado,RN,12992,29573139.64
Governador Eugênio Barros,MA,16386,29342261.29
Governador Jorge Teixeira,RO,10327,26933240.06
Governador Lindenberg,ES,12120,32923618.21
Governador Luiz Rocha,MA,7580,16420858.32
Governador Mangabeira,BA,21198,36603667.3
Governador Newton Bello,MA,10060,13349135.73
Governador Nunes Freire,MA,25188,51598533.21
Governador Valadares,MG,276995,762840817.0
Gracho Cardoso,SE,5836,16402129.37
Grajaú,MA,66732,112527067.85
Gramado,RS,34365,205796454.68
Gramado Xavier,RS,4190,15515070.45
Gramado dos Loureiros,RS,2282,10684976.67
Grandes Rios,PR,6425,15293684.14
Granito,PE,7251,19135658.12
Granja,CE,53682,96425788.64
Granjeiro,CE,4531,15890088.45
Gravatal,SC,11148,24913311.22
Gravataí,RS,270689,585444723.83
Gravatá,PE,81182,127854921.73
Graça,CE,15287,30856691.58
Graça Aranha,MA,6147,11196360.44
Groaíras,CE,10759,24776929.28
Grossos,RN,10099,32314880.75
Grupiara,MG,1415,11673789.94
Grão Mogol,MG,15737,38244849.11
Grão Pará,SC,6448,19278813.1
Guabiju,RS,1618,10145183.5
Guabiruba,SC,21046,47956715.93
Guadalupe,PI,10340,28642823.42
Guaimbê,SP,5676,18687929.07
Guairaçá,PR,6500,19350818.04
Guaiçara,SP,11511,29275507.9
Guaiúba,CE,25581,46637985.65
Guajará,AM,15561,26263811.9
Guajará-Mirim,RO,46203,69349492.88
Guajeru,BA,9087,16341734.55
Guamaré,RN,14282,202907719.99
Guamiranga,PR,8415,21306232.2
Guanambi,BA,85237,145260594.35
Guanhães,MG,33297,75620009.5
Guapiara,SP,18002,38712302.04
Guapiaçu,SP,19728,53391363.97
Guapimirim,RJ,55626,147354153.73
Guapirama,PR,3959,13904650.94
Guaporema,PR,2290,11143330.07
Guaporé,RS,24331,68056973.03
Guapé,MG,14379,31981473.81
Guapó,GO,14419,30689388.15
Guarabira,PB,57780,88099198.34
Guaraci,PR,5404,17231579.47
Guaraci,SP,10683,47701803.0
Guaraciaba,MG,10527,21017455.07
Guaraciaba,SC,10433,24617188.21
Guaraciaba do Norte,CE,38995,73669282.08
Guaraciama,MG,4941,13323585.85
Guaramiranga,CE,3812,17308354.77
Guaramirim,SC,39869,101126484.58
Guarani,MG,8996,20185271.68
Guarani d'Oeste,SP,2021,11681315.85
Guarani das Missões,RS,8187,22901085.38
Guarani de Goiás,GO,4235,14644382.2
Guaraniaçu,PR,14181,34668447.69
Guarantã,SP,6640,19312662.22
Guarantã do Norte,MT,33632,66860929.4
Guaranésia,MG,19319,32232249.05
Guarapari,ES,118056,258025941.16
Guarapuava,PR,176973,315556936.17
Guaraqueçaba,PR,7988,21262318.28
Guararapes,SP,32187,74814840.67
Guararema,SP,28016,150058879.02
Guarará,MG,3977,11251947.98
Guaratinga,BA,22465,42116921.04
Guaratinguetá,SP,118378,274289512.21
Guaratuba,PR,34767,106626391.92
Guaraçaí,SP,8555,26021675.65
Guaraí,TO,24892,42030636.88
Guaraíta,GO,2300,9983152.35
Guarda-Mor,MG,6739,24489966.94
Guareí,SP,16513,34339331.08
Guariba,SP,38128,89619568.05
Guaribas,PI,4472,12779169.55
Guarinos,GO,2177,11080107.08
Guarujá,SP,308989,1131120993.23
Guarujá do Sul,SC,5076,16435368.33
Guarulhos,SP,1312197,3715650772.03
Guará,SP,20823,59865628.02
Guatambú,SC,4743,18493494.98
Guatapará,SP,7394,27714285.97
Guaxupé,MG,51704,92972414.84
Guaçuí,ES,30417,70459624.97
Guaíba,RS,98864,216193700.87
Guaíra,PR,32394,80021089.34
Guaíra,SP,39567,144593949.67
Guia Lopes da Laguna,MS,10211,23721504.68
Guidoval,MG,7341,14452789.88
Guimarânia,MG,7764,18285249.47
Guimarães,MA,11881,20549818.65
Guiratinga,MT,14401,30916160.19
Guiricema,MG,8805,14874345.0
Gurinhatã,MG,6094,24319922.8
Gurinhém,PB,14107,26796451.36
Gurjão,PB,3344,11684611.94
Gurupi,TO,82762,201247402.81
Guzolândia,SP,5064,15006933.48
Gália,SP,6956,19357818.14
Harmonia,RS,4557,21369000.85
Heitoraí,GO,3718,11053981.29
Heliodora,MG,6455,13651237.46
Heliópolis,BA,13786,26345038.07
Herculândia,SP,9217,22069256.92
Herval,RS,6972,22268912.56
Herval d'Oeste,SC,22083,53255151.33
Herveiras,RS,3060,11126854.05
Hidrolina,GO,3966,11872821.44
Hidrolândia,CE,19970,37568666.05
Hidrolândia,GO,19392,48630783.75
Holambra,SP,13046,62896177.71
Honório Serpa,PR,5834,17835923.54
Horizonte,CE,62002,170642550.44
Horizontina,RS,19174,72520289.7
Hortolândia,SP,212527,615098658.46
Hugo Napoleão,PI,3811,10682801.36
Hulha Negra,RS,6434,21677822.81
Humaitá,AM,50230,83148726.75
Humaitá,RS,5019,16755285.69
Humberto de Campos,MA,27679,50992207.73
Iacanga,SP,10923,38520266.85
Iaciara,GO,13292,32299796.59
Iacri,SP,6505,17421638.23
Iapu,MG,10820,20316104.87
Iaras,SP,7704,21213242.03
Iati,PE,18962,41616366.81
Iaçu,BA,26382,51188143.79
Ibaiti,PR,30464,36009560.16
Ibarama,RS,4517,14871191.51
Ibaretama,CE,13172,24429927.39
Ibateguara,AL,15783,32157725.13
Ibatiba,ES,24913,53228666.06
Ibaté,SP,33178,74194326.55
Ibema,PR,6329,15786461.81
Ibertioga,MG,5159,11928106.78
Ibiam,SC,1971,12140505.53
Ibiapina,CE,24555,46364017.49
Ibiara,PB,6000,13901729.7
Ibiassucê,BA,10679,21106233.05
Ibiaçá,RS,4848,18416166.61
Ibiaí,MG,8264,15317896.89
Ibicaraí,BA,24303,41453011.1
Ibicaré,SC,3336,11714321.44
Ibicoara,BA,19309,36538630.09
Ibicuitinga,CE,12012,29254593.23
Ibicuí,BA,16640,31365136.03
Ibimirim,PE,28403,51563849.86
Ibipeba,BA,18540,31063126.47
Ibipitanga,BA,15231,30047098.86
Ibiporã,PR,51802,143439901.88
Ibiquera,BA,5149,11159558.1
Ibiracatu,MG,6228,17329297.21
Ibiraci,MG,13158,29205284.96
Ibiraiaras,RS,7432,19005062.02
Ibirajuba,PE,7719,19279366.9
Ibirama,SC,18255,50597515.88
Ibirapitanga,BA,24118,51741912.95
Ibirapuitã,RS,4166,16865304.64
Ibirapuã,BA,8671,22337782.75
Ibirarema,SP,7290,23892546.82
Ibirataia,BA,18348,42015790.33
Ibiraçu,ES,12242,34367552.85
Ibirité,MG,171932,291406048.6
Ibirubá,RS,20181,59089884.3
Ibirá,SP,11740,31665552.05
Ibitiara,BA,16614,33613577.25
Ibitinga,SP,57098,110597456.73
Ibitirama,ES,9393,26663624.27
Ibititá,BA,18740,35003694.25
Ibitiúra de Minas,MG,3512,10477511.63
Ibituruna,MG,2990,10086099.02
Ibiá,MG,24613,55165251.77
Ibiúna,SP,75845,158874897.08
Ibotirama,BA,27405,57489313.21
Icapuí,CE,19276,56351231.92
Icaraí de Minas,MG,11524,17949574.95
Icaraíma,PR,8723,22986505.26
Icatu,MA,26240,44601886.15
Ichu,BA,6288,14993174.84
Iconha,ES,13669,43053247.38
Icém,SP,7938,31475021.73
Icó,CE,67045,117057589.14
Ielmo Marinho,RN,13237,31423750.77
Iepê,SP,8002,25540880.87
Igaci,AL,26060,57404414.82
Igaporã,BA,16193,36763489.13
Igaracy,PB,6200,13851559.05
Igarapava,SP,29549,85153619.32
Igarapé,MG,39045,86997989.83
Igarapé Grande,MA,11533,21256006.05
Igarapé do Meio,MA,13567,47607572.11
Igarapé-Açu,PA,37112,47851380.89
Igarapé-Miri,PA,59998,30480478.68
Igarassu,PE,110917,185343134.02
Igaratinga,MG,10144,20171048.36
Igaratá,SP,9301,30685732.2
Igaraçu do Tietê,SP,24376,53297156.9
Igrapiúna,BA,14509,36887164.18
Igreja Nova,AL,24455,46780347.06
Igrejinha,RS,34035,86107902.19
Iguaba Grande,RJ,25354,83580975.31
Iguape,SP,30259,91399260.39
Iguaracy,PE,12117,25483143.91
Iguaraçu,PR,4241,19528078.74
Iguatama,MG,8202,20107787.79
Iguatemi,MS,15534,41723359.35
Iguatu,CE,100733,182719190.4
Iguatu,PR,2300,12637354.11
Iguaí,BA,27704,42308724.96
Ijuí,RS,82563,286994816.45
Ilha Comprida,SP,10102,140859230.02
Ilha Grande,PI,9176,15861804.05
Ilha Solteira,SP,26242,112887146.18
Ilha das Flores,SE,8589,20356151.07
Ilha de Itamaracá,PE,24413,56303603.55
Ilhabela,SP,31599,327715414.03
Ilhota,SC,13309,35926377.84
Ilhéus,BA,182350,316424214.95
Ilicínea,MG,12141,20898928.86
Ilópolis,RS,4212,14207197.61
Imaculada,PB,11705,20218233.19
Imaruí,SC,11117,24124903.9
Imbaú,PR,12246,23170936.39
