UF,Municipio,Regiao,PIB,Ano
MG,Simonésia,Sudeste,190.366,2017
MA,Igarapé do Meio,Nordeste,159.422,2017
MA,São Luís Gonzaga do Maranhão,Nordeste,126.874,2017
GO,Rianápolis,Centro-Oeste,93.242,2016
PE,Águas Belas,Nordeste,348.814,2018
SE,Ilha das Flores,Nordeste,71.687,2018
SP,Macedônia,Sudeste,78.370,2018
BA,Varzedo,Nordeste,96.140,2016
RJ,Quatis,Sudeste,248.237,2016
PI,Novo Santo Antônio,Nordeste,24.022,2018
PE,Betânia,Nordeste,87.831,2018
MS,Alcinópolis,Centro-Oeste,167.555,2018
PB,São José da Lagoa Tapada,Nordeste,62.359,2019
PB,Bom Sucesso,Nordeste,41.660,2018
PB,Congo,Nordeste,48.462,2016
BA,Feira da Mata,Nordeste,48.419,2016
GO,Campos Belos,Centro-Oeste,245.367,2016
CE,Icó,Nordeste,538.447,2016
PB,Diamante,Nordeste,53.269,2017
SP,Lindóia,Sudeste,173.414,2017
PA,Ponta de Pedras,Norte,212.006,2018
GO,Mairipotaba,Centro-Oeste,50.079,2016
MG,Alto Caparaó,Sudeste,87.303,2016
RS,Monte Alegre dos Campos,Sul,72.357,2016
MA,Bacurituba,Nordeste,35.101,2017
PB,Nazarezinho,Nordeste,57.529,2017
MG,Pintópolis,Sudeste,56.757,2017
MA,Nova Colinas,Nordeste,56.551,2019
RN,São José do Campestre,Nordeste,108.085,2019
BA,Irará,Nordeste,262.320,2019
PE,Vertentes,Nordeste,160.054,2018
MG,Minduri,Sudeste,97.594,2019
MA,Ribamar Fiquene,Nordeste,94.143,2019
PA,Maracanã,Norte,228.263,2019
MA,Barreirinhas,Nordeste,481.304,2019
RS,Ivorá,Sul,48.603,2017
GO,Guarinos,Centro-Oeste,57.263,2018
TO,Araguaçu,Norte,191.651,2018
TO,Lavandeira,Norte,25.764,2019
MG,Nacip Raydan,Sudeste,27.006,2017
MA,Pastos Bons,Nordeste,190.276,2017
TO,Bandeirantes do Tocantins,Norte,120.322,2018
SP,Buritizal,Sudeste,173.231,2018
BA,Muquém de São Francisco,Nordeste,139.942,2018
MG,Palmópolis,Sudeste,47.245,2016
PE,Ibimirim,Nordeste,254.698,2016
MA,Presidente Médici,Nordeste,47.715,2017
PR,Marumbi,Sul,75.919,2018
PI,Cristino Castro,Nordeste,87.077,2016
MG,Divino das Laranjeiras,Sudeste,47.511,2017
ES,Guaçuí,Sudeste,525.457,2017
GO,Cachoeira de Goiás,Centro-Oeste,28.102,2018
PB,Pocinhos,Nordeste,230.942,2018
PI,Milton Brandão,Nordeste,50.060,2019
RN,Jundiá,Nordeste,37.134,2019
SE,Pedra Mole,Nordeste,30.198,2018
SP,Balbinos,Sudeste,55.456,2017
BA,Nova Ibiá,Nordeste,73.176,2018
SP,Reginópolis,Sudeste,146.593,2019
SP,Buritizal,Sudeste,166.565,2016
TO,São Sebastião do Tocantins,Norte,46.328,2018
SC,Bocaina do Sul,Sul,77.870,2018
AL,Branquinha,Nordeste,505.624,2019
PA,Santa Maria das Barreiras,Norte,498.864,2019
BA,Santa Bárbara,Nordeste,156.153,2016
RN,Carnaubais,Nordeste,119.906,2017
MA,Arame,Nordeste,211.969,2017
PI,Paulistana,Nordeste,192.247,2017
PR,Diamante do Norte,Sul,349.703,2018
MG,Tarumirim,Sudeste,144.830,2018
RS,Maximiliano de Almeida,Sul,117.088,2018
BA,Canudos,Nordeste,127.483,2018
MA,Arari,Nordeste,252.088,2019
CE,Irauçuba,Nordeste,188.519,2019
MG,Alpercata,Sudeste,79.035,2018
RN,Riachuelo,Nordeste,65.991,2018
PR,Ourizona,Sul,99.045,2019
PI,Dirceu Arcoverde,Nordeste,51.675,2018
MG,Santa Cruz de Salinas,Sudeste,36.256,2016
MG,Santana de Pirapama,Sudeste,92.551,2016
ES,Pancas,Sudeste,237.776,2017
SC,Tigrinhos,Sul,54.865,2018
ES,Ibitirama,Sudeste,112.082,2019
PR,Salto do Lontra,Sul,372.317,2017
BA,Anagé,Nordeste,184.992,2019
PE,Cachoeirinha,Nordeste,202.167,2017
MA,Nina Rodrigues,Nordeste,72.275,2018
MS,Aral Moreira,Centro-Oeste,505.843,2019
MT,Ribeirão Cascalheira,Centro-Oeste,252.810,2016
MA,Presidente Juscelino,Nordeste,92.250,2017
BA,Mirante,Nordeste,58.670,2018
RO,Primavera de Rondônia,Norte,61.854,2019
MG,São Francisco,Sudeste,506.328,2018
PE,Camocim de São Félix,Nordeste,150.311,2016
RS,Rodeio Bonito,Sul,173.886,2018
RN,Messias Targino,Nordeste,59.270,2019
MG,Japonvar,Sudeste,67.806,2019
RS,Vitória das Missões,Sul,98.865,2018
RS,Braga,Sul,94.612,2019
AP,Oiapoque,Norte,345.547,2016
MG,Cássia,Sudeste,347.067,2016
GO,Cocalzinho de Goiás,Centro-Oeste,281.872,2016
MG,Nova Porteirinha,Sudeste,105.469,2018
TO,Bandeirantes do Tocantins,Norte,103.147,2019
PE,Carnaíba,Nordeste,157.550,2019
PR,Bom Sucesso,Sul,122.814,2017
GO,Buritinópolis,Centro-Oeste,75.541,2018
MA,Boa Vista do Gurupi,Nordeste,59.532,2019
MG,Ipuiúna,Sudeste,165.166,2019
RS,Monte Alegre dos Campos,Sul,72.180,2017
BA,Lajedão,Nordeste,54.633,2017
PB,Bonito de Santa Fé,Nordeste,95.009,2017
RN,Nova Cruz,Nordeste,456.380,2018
MA,Zé Doca,Nordeste,441.978,2019
PI,Batalha,Nordeste,177.475,2017
MG,Chapada do Norte,Sudeste,97.258,2018
MG,Santana do Jacaré,Sudeste,71.801,2016
MA,São José dos Basílios,Nordeste,42.868,2016
PR,Reserva do Iguaçu,Sul,147.293,2016
RS,Cerrito,Sul,108.021,2019
RS,Colorado,Sul,182.365,2016
BA,Feira da Mata,Nordeste,45.734,2017
SP,Itaju,Sudeste,109.774,2017
PI,Dom Inocêncio,Nordeste,56.718,2017
BA,Uauá,Nordeste,179.987,2017
AC,Santa Rosa do Purus,Norte,71.761,2018
PI,Ipiranga do Piauí,Nordeste,68.371,2016
AP,Ferreira Gomes,Norte,500.103,2017
PI,Inhuma,Nordeste,142.510,2019
BA,Dom Basílio,Nordeste,102.012,2017
PI,São José do Peixe,Nordeste,33.917,2018
MG,Córrego Novo,Sudeste,31.567,2018
GO,Santa Cruz de Goiás,Centro-Oeste,136.470,2019
CE,São Luís do Curu,Nordeste,110.167,2019
AM,Juruá,Norte,115.621,2019
MA,Cidelândia,Nordeste,128.191,2017
MG,Soledade de Minas,Sudeste,58.285,2018
GO,Trombas,Centro-Oeste,54.784,2018
PR,Diamante DOeste,Sul,99.991,2018
MG,Cedro do Abaeté,Sudeste,19.636,2019
PR,Itaguajé,Sul,95.211,2019
MA,Colinas,Nordeste,300.140,2016
RS,Tio Hugo,Sul,125.223,2019
PR,Laranjal,Sul,84.472,2019
RO,Nova Mamoré,Norte,419.534,2016
BA,Almadina,Nordeste,51.855,2017
MG,Dores do Indaiá,Sudeste,212.012,2016
MG,Ponto Chique,Sudeste,38.554,2018
RS,Campo Novo,Sul,209.544,2018
MG,Santa Helena de Minas,Sudeste,46.685,2018
MG,União de Minas,Sudeste,111.151,2018
TO,Riachinho,Norte,51.901,2019
BA,Caraíbas,Nordeste,76.341,2019
TO,Chapada de Areia,Norte,26.019,2017
MG,Jenipapo de Minas,Sudeste,69.760,2017
MG,São José do Jacuri,Sudeste,64.897,2017
BA,Riacho de Santana,Nordeste,246.843,2017
PA,Santo Antônio do Tauá,Norte,344.070,2017
GO,São Luíz do Norte,Centro-Oeste,108.579,2017
MG,Tarumirim,Sudeste,137.622,2017
MA,Fortuna,Nordeste,102.699,2017
RS,Ronda Alta,Sul,351.127,2018
ES,Brejetuba,Sudeste,232.283,2018
SP,Mirassolândia,Sudeste,98.645,2016
BA,Lamarão,Nordeste,49.131,2016
PA,Terra Santa,Norte,527.426,2017
BA,Caém,Nordeste,80.047,2019
BA,Entre Rios,Nordeste,597.991,2019
SP,Altair,Sudeste,203.611,2016
MG,Caparaó,Sudeste,70.538,2018
MA,Graça Aranha,Nordeste,38.686,2018
BA,Irajuba,Nordeste,70.607,2018
MG,Perdões,Sudeste,490.763,2018
PE,Dormentes,Nordeste,196.360,2016
MG,Formoso,Sudeste,154.429,2017
MS,Corguinho,Centro-Oeste,107.551,2017
RS,Pinhal da Serra,Sul,220.479,2019
RS,Herveiras,Sul,53.721,2016
GO,Santa Isabel,Centro-Oeste,77.363,2017
RS,Dois Irmãos das Missões,Sul,106.260,2017
SP,Ribeira,Sudeste,48.584,2017
GO,Cumari,Centro-Oeste,62.016,2018
AL,Branquinha,Nordeste,497.048,2018
RN,Rodolfo Fernandes,Nordeste,35.430,2016
RN,Arês,Nordeste,293.291,2016
PB,Tenório,Nordeste,28.110,2017
ES,Jerônimo Monteiro,Sudeste,141.196,2017
TO,Natividade,Norte,174.044,2018
SP,Lagoinha,Sudeste,56.505,2018
PR,Cafeara,Sul,65.040,2019
PB,Cuitegi,Nordeste,63.757,2019
TO,Lavandeira,Norte,22.114,2016
SP,Álvares Florence,Sudeste,94.428,2016
BA,Aiquara,Nordeste,41.198,2018
MG,Virginópolis,Sudeste,148.125,2018
PI,Olho DÁgua do Piauí,Nordeste,23.544,2019
PB,Lagoa Seca,Nordeste,280.830,2019
MG,Palma,Sudeste,68.944,2017
PB,Ibiara,Nordeste,46.043,2016
MS,Jaraguari,Centro-Oeste,191.747,2017
TO,Tocantínia,Norte,71.807,2018
PB,Matinhas,Nordeste,43.572,2016
RS,Mato Queimado,Sul,50.115,2017
RO,Primavera de Rondônia,Norte,60.540,2018
MG,Estiva,Sudeste,272.679,2019
SE,Boquim,Nordeste,292.677,2019
GO,Marzagão,Centro-Oeste,37.771,2016
RO,Nova Mamoré,Norte,463.144,2017
BA,Firmino Alves,Nordeste,48.123,2018
GO,Buritinópolis,Centro-Oeste,76.671,2019
BA,Rafael Jambeiro,Nordeste,244.793,2017
PR,Diamante do Sul,Sul,55.938,2019
SP,Euclides da Cunha Paulista,Sudeste,112.912,2017
MA,Arari,Nordeste,234.978,2016
TO,Rio dos Bois,Norte,50.590,2018
GO,Itaguaru,Centro-Oeste,81.934,2019
PR,Leópolis,Sul,138.050,2019
PI,São Miguel do Fidalgo,Nordeste,21.761,2016
MG,Conceição das Pedras,Sudeste,47.712,2016
MG,Tabuleiro,Sudeste,49.486,2017
MS,Juti,Centro-Oeste,284.554,2018
SE,Moita Bonita,Nordeste,205.567,2019
MT,Carlinda,Centro-Oeste,179.931,2019
GO,Itapirapuã,Centro-Oeste,142.738,2016
BA,Barra do Choça,Nordeste,479.072,2016
MG,Fernandes Tourinho,Sudeste,39.131,2017
SP,Itaporanga,Sudeste,326.717,2018
PI,Paes Landim,Nordeste,41.486,2019
PB,Juripiranga,Nordeste,99.283,2016
SP,Irapuru,Sudeste,86.284,2017
PB,Coremas,Nordeste,150.014,2018
PB,Mulungu,Nordeste,76.535,2018
PB,Santa Cecília,Nordeste,54.403,2019
AM,Santa Isabel do Rio Negro,Norte,150.012,2019
RR,Cantá,Norte,247.658,2017
PI,Domingos Mourão,Nordeste,33.775,2018
RS,São José das Missões,Sul,59.780,2018
PA,Colares,Norte,80.853,2018
MA,Presidente Sarney,Nordeste,127.983,2018
PI,Dom Inocêncio,Nordeste,53.101,2016
GO,Marzagão,Centro-Oeste,43.640,2017
MG,Leandro Ferreira,Sudeste,38.517,2017
MA,Joselândia,Nordeste,86.452,2018
TO,Esperantina,Norte,81.060,2016
ES,Jerônimo Monteiro,Sudeste,134.627,2016
MS,Dois Irmãos do Buriti,Centro-Oeste,186.813,2017
MG,Goianá,Sudeste,67.152,2019
PR,Itaúna do Sul,Sul,76.725,2017
MG,Taquaraçu de Minas,Sudeste,47.237,2017
MG,Jenipapo de Minas,Sudeste,46.282,2016
PR,Boa Esperança,Sul,201.281,2019
MG,Itamarandiba,Sudeste,361.078,2016
SC,Major Gercino,Sul,49.335,2018
MG,Monte Formoso,Sudeste,34.491,2018
MG,Olímpio Noronha,Sudeste,36.589,2017
MA,Barão de Grajaú,Nordeste,210.046,2017
RS,Gramado Xavier,Sul,83.014,2018
MG,Felício dos Santos,Sudeste,43.302,2018
GO,Santa Isabel,Centro-Oeste,76.246,2016
TO,Ipueiras,Norte,30.786,2018
SP,Miracatu,Sudeste,420.539,2016
MG,Senhora do Porto,Sudeste,36.398,2019
SP,Emilianópolis,Sudeste,62.547,2017
RS,Chuvisca,Sul,114.607,2019
MG,Laranjal,Sudeste,71.820,2016
PB,Salgado de São Félix,Nordeste,118.210,2016
RS,Mariana Pimentel,Sul,66.336,2018
MG,Lamim,Sudeste,39.938,2019
RS,Travesseiro,Sul,63.140,2019
PA,Soure,Norte,188.033,2018
MA,Zé Doca,Nordeste,381.227,2016
PR,Presidente Castelo Branco,Sul,132.774,2017
SE,Gararu,Nordeste,106.332,2017
RS,Erebango,Sul,110.451,2018
RS,Santa Tereza,Sul,41.554,2019
SP,Santa Albertina,Sudeste,176.398,2019
PI,Paulistana,Nordeste,203.075,2016
RS,Vista Gaúcha,Sul,67.382,2017
PR,Farol,Sul,138.858,2017
MG,Catuji,Sudeste,62.979,2017
PE,Ferreiros,Nordeste,106.839,2017
RN,Luís Gomes,Nordeste,73.669,2018
MG,Dores do Indaiá,Sudeste,230.157,2018
MG,Rio Casca,Sudeste,186.960,2017
MA,Governador Luiz Rocha,Nordeste,56.922,2019
SP,Presidente Alves,Sudeste,74.556,2019
PB,Pirpirituba,Nordeste,88.955,2019
BA,Monte Santo,Nordeste,326.180,2017
PI,São Félix do Piauí,Nordeste,27.496,2018
MA,Bom Jesus das Selvas,Nordeste,289.674,2018
SP,Murutinga do Sul,Sudeste,59.131,2016
PA,Itupiranga,Norte,518.941,2018
MG,Campanário,Sudeste,44.374,2019
RS,Tiradentes do Sul,Sul,124.681,2016
PI,Cristino Castro,Nordeste,110.914,2019
BA,Mutuípe,Nordeste,220.905,2018
MA,Santa Luzia,Nordeste,569.221,2018
MT,Conquista DOeste,Centro-Oeste,98.046,2019
PB,Serra Branca,Nordeste,113.661,2016
SP,Rosana,Sudeste,1.255.674,2017
BA,Tanhaçu,Nordeste,183.490,2018
RS,Coqueiros do Sul,Sul,108.885,2019
PI,Pavussu,Nordeste,23.455,2016
GO,Leopoldo de Bulhões,Centro-Oeste,183.688,2016
SP,São José da Bela Vista,Sudeste,152.498,2016
PA,Santa Maria do Pará,Norte,268.294,2016
AM,Atalaia do Norte,Norte,165.713,2016
AL,Estrela de Alagoas,Nordeste,98.663,2016
CE,Carnaubal,Nordeste,119.644,2017
MG,Monte Alegre de Minas,Sudeste,551.193,2017
SC,Novo Horizonte,Sul,91.467,2018
SP,Irapuru,Sudeste,85.254,2016
SP,Rubiácea,Sudeste,62.769,2018
RN,Itajá,Nordeste,73.427,2018
AL,Penedo,Nordeste,748.024,2018
PA,Peixe-Boi,Norte,53.683,2019
SE,Tomar do Geru,Nordeste,124.606,2019
RS,Pinhal,Sul,71.854,2016
TO,Lavandeira,Norte,23.879,2017
RN,Cruzeta,Nordeste,96.955,2017
PR,Jardim Olinda,Sul,36.110,2016
MG,Datas,Sudeste,54.841,2019
MA,Esperantinópolis,Nordeste,124.108,2017
PB,Caturité,Nordeste,52.203,2019
PR,Indianópolis,Sul,529.850,2019
MG,São José da Varginha,Sudeste,82.200,2018
RS,Esmeralda,Sul,215.552,2018
BA,Elísio Medrado,Nordeste,59.439,2016
MT,Glória DOeste,Centro-Oeste,70.824,2016
MG,Ibiaí,Sudeste,72.701,2016
SC,Arroio Trinta,Sul,89.757,2016
MG,Tombos,Sudeste,91.085,2017
CE,Ipaumirim,Nordeste,102.851,2017
RN,Doutor Severiano,Nordeste,62.301,2018
GO,Cristianópolis,Centro-Oeste,81.064,2019
RS,Santa Cecilia do Sul,Sul,73.892,2016
SP,Santa Albertina,Sudeste,190.556,2016
MA,Carolina,Nordeste,308.131,2017
AL,Traipu,Nordeste,206.396,2019
SP,Arapeí,Sudeste,30.663,2018
SP,Salesópolis,Sudeste,200.102,2017
BA,Cravolândia,Nordeste,36.765,2017
PE,Brejão,Nordeste,168.368,2017
MA,São Pedro dos Crentes,Nordeste,53.531,2018
RO,Candeias do Jamari,Norte,548.064,2019
RS,Gramado Xavier,Sul,75.069,2016
MG,Dionísio,Sudeste,69.052,2016
MS,Alcinópolis,Centro-Oeste,157.020,2016
MG,Pimenta,Sudeste,177.682,2017
PB,Borborema,Nordeste,59.399,2018
GO,Rialma,Centro-Oeste,192.058,2016
AC,Porto Acre,Norte,234.946,2018
BA,Ipiaú,Nordeste,454.281,2018
PR,Iguatu,Sul,62.182,2016
PB,São José de Piranhas,Nordeste,175.932,2017
GO,Cristianópolis,Centro-Oeste,76.001,2018
RN,Martins,Nordeste,97.546,2019
SP,Rubiácea,Sudeste,57.973,2016
MT,Ponte Branca,Centro-Oeste,22.756,2017
RN,São Fernando,Nordeste,48.863,2017
PB,Bom Sucesso,Nordeste,41.481,2017
GO,Amaralina,Centro-Oeste,62.280,2018
MG,São Geraldo da Piedade,Sudeste,36.386,2019
BA,Barra do Choça,Nordeste,389.634,2019
MG,Oliveira Fortes,Sudeste,30.147,2017
SP,Pacaembu,Sudeste,304.372,2018
TO,Ipueiras,Norte,33.218,2019
PE,Araçoiaba,Nordeste,149.488,2019
PI,Valença do Piauí,Nordeste,259.904,2019
PI,Santana do Piauí,Nordeste,29.788,2016
MA,Pastos Bons,Nordeste,157.982,2016
PB,Piancó,Nordeste,179.588,2017
MG,Catuji,Sudeste,60.071,2018
MG,Canaã,Sudeste,56.974,2016
RN,Encanto,Nordeste,46.847,2018
PE,Solidão,Nordeste,43.969,2018
MG,Piranguinho,Sudeste,117.900,2019
PB,Mato Grosso,Nordeste,22.234,2016
SP,Alvinlândia,Sudeste,64.455,2017
SP,Pongaí,Sudeste,73.533,2019
GO,Petrolina de Goiás,Centro-Oeste,162.926,2019
BA,Dom Basílio,Nordeste,117.747,2019
PI,Inhuma,Nordeste,122.334,2017
RS,Protásio Alves,Sul,51.927,2018
MA,Nova Olinda do Maranhão,Nordeste,132.901,2018
MG,Gameleiras,Sudeste,39.049,2017
MG,Canápolis,Sudeste,346.698,2017
PB,Santarém,Nordeste,27.344,2018
MG,Raposos,Sudeste,185.502,2016
CE,Meruoca,Nordeste,88.144,2016
RS,Travesseiro,Sul,59.793,2016
PI,Itaueira,Nordeste,96.077,2016
SP,Sud Mennucci,Sudeste,178.612,2017
PB,Caturité,Nordeste,51.312,2016
GO,Santa Bárbara de Goiás,Centro-Oeste,91.919,2016
SE,Brejo Grande,Nordeste,75.257,2016
RS,Centenário,Sul,74.005,2018
MG,Santo Antônio do Jacinto,Sudeste,88.609,2018
PE,Aliança,Nordeste,313.549,2018
PA,Bagre,Norte,203.160,2019
SP,Nova Castilho,Sudeste,46.033,2019
RS,Erebango,Sul,106.592,2016
PE,Canhotinho,Nordeste,198.863,2016
SP,Natividade da Serra,Sudeste,72.424,2018
TO,Miracema do Tocantins,Norte,616.822,2019
RR,Uiramutã,Norte,103.629,2016
PR,Prado Ferreira,Sul,99.942,2016
TO,Colméia,Norte,145.267,2017
CE,Ipueiras,Nordeste,254.862,2018
BA,Tucano,Nordeste,451.531,2018
TO,Sampaio,Norte,35.342,2016
MT,Figueirópolis DOeste,Centro-Oeste,61.851,2018
PI,Cristino Castro,Nordeste,101.808,2018
AM,Caapiranga,Norte,168.773,2019
SP,Mariápolis,Sudeste,57.102,2016
CE,Boa Viagem,Nordeste,368.213,2016
PI,Avelino Lopes,Nordeste,77.762,2017
PE,Carnaíba,Nordeste,144.904,2017
MA,Mirador,Nordeste,149.750,2016
MA,São Luís Gonzaga do Maranhão,Nordeste,129.486,2016
PR,São Pedro do Iguaçu,Sul,197.420,2017
RS,Dois Irmãos das Missões,Sul,115.314,2019
RS,Tabaí,Sul,102.687,2019
MG,Veredinha,Sudeste,60.828,2016
CE,Meruoca,Nordeste,96.490,2017
BA,Canarana,Nordeste,207.648,2019
TO,Novo Acordo,Norte,42.275,2016
RS,Porto Lucena,Sul,107.924,2019
MG,Paulistas,Sudeste,52.201,2019
SP,Braúna,Sudeste,97.760,2019
BA,Caldeirão Grande,Nordeste,96.855,2019
PR,Rancho Alegre DOeste,Sul,140.988,2018
BA,Pé de Serra,Nordeste,94.611,2018
MG,Muzambinho,Sudeste,391.482,2018
PA,Pacajá,Norte,510.233,2016
BA,Jucuruçu,Nordeste,95.037,2017
PA,Bagre,Norte,207.731,2018
MA,Fortuna,Nordeste,110.910,2019
MT,São José do Povo,Centro-Oeste,42.887,2017
RS,Travesseiro,Sul,61.335,2017
MG,Veredinha,Sudeste,99.516,2018
RS,Coronel Bicaco,Sul,306.912,2016
RJ,Quissamã,Sudeste,1.445.640,2017
TO,Bom Jesus do Tocantins,Norte,74.023,2018
AM,Lábrea,Norte,493.720,2018
PI,Jerumenha,Nordeste,51.056,2019
MG,Palma,Sudeste,79.606,2019
RS,Santa Cecilia do Sul,Sul,83.204,2019
RS,Tiradentes do Sul,Sul,124.017,2017
CE,Guaraciaba do Norte,Nordeste,450.310,2017
PB,São José do Bonfim,Nordeste,29.332,2019
CE,Redenção,Nordeste,243.968,2016
PI,Pajeú do Piauí,Nordeste,27.308,2017
MS,Guia Lopes da Laguna,Centro-Oeste,241.807,2019
PE,Casinhas,Nordeste,95.266,2019
BA,Cipó,Nordeste,133.922,2019
SP,Pirajuí,Sudeste,470.021,2018
MT,Curvelândia,Centro-Oeste,121.497,2019
RS,União da Serra,Sul,50.886,2017
TO,Bernardo Sayão,Norte,77.636,2017
MG,Alvarenga,Sudeste,39.138,2017
PI,Buriti dos Montes,Nordeste,45.550,2016
MA,Chapadinha,Nordeste,656.552,2016
BA,Lafaiete Coutinho,Nordeste,37.891,2017
MG,Machacalis,Sudeste,89.794,2019
PI,Piripiri,Nordeste,775.097,2019
PB,Piancó,Nordeste,168.131,2016
MG,Rubim,Sudeste,81.285,2016
PI,Campo Alegre do Fidalgo,Nordeste,33.928,2017
AC,Porto Acre,Norte,229.926,2017
MG,Lagoa dos Patos,Sudeste,44.508,2019
MS,Bataiporã,Centro-Oeste,339.171,2017
BA,Botuporã,Nordeste,90.322,2018
SP,Ubarana,Sudeste,350.004,2019
AL,Jacuípe,Nordeste,65.877,2016
SP,Catiguá,Sudeste,105.343,2016
BA,Aramari,Nordeste,85.574,2016
AL,Barra de Santo Antônio,Nordeste,172.241,2016
RS,Vista Alegre,Sul,76.833,2017
PA,São João do Araguaia,Norte,133.441,2019
SP,Presidente Alves,Sudeste,62.828,2017
PR,Pinhal de São Bento,Sul,49.863,2017
PR,Boa Esperança,Sul,195.382,2017
PI,Santa Rosa do Piauí,Nordeste,41.750,2019
PA,Bannach,Norte,80.972,2019
MG,Santana da Vargem,Sudeste,157.760,2016
AM,Ipixuna,Norte,126.316,2016
RN,São José do Seridó,Nordeste,72.521,2016
BA,Canudos,Nordeste,133.184,2016
RO,Candeias do Jamari,Norte,491.350,2017
MG,Santa Rita de Jacutinga,Sudeste,56.325,2018
PB,Cacimbas,Nordeste,54.319,2018
MG,Rio Pardo de Minas,Sudeste,275.161,2018
PB,Santana dos Garrotes,Nordeste,50.482,2016
SC,Anitápolis,Sul,62.292,2019
PI,Madeiro,Nordeste,57.802,2019
SC,Descanso,Sul,220.616,2016
MG,Coronel Xavier Chaves,Sudeste,52.386,2016
PR,Floraí,Sul,152.945,2017
MT,Conquista DOeste,Centro-Oeste,88.292,2017
MG,Onça de Pitangui,Sudeste,51.423,2018
MG,Santa Rita de Ibitipoca,Sudeste,56.789,2017
PI,Gilbués,Nordeste,226.265,2018
BA,Boninal,Nordeste,97.300,2019
BA,Rio do Antônio,Nordeste,106.437,2019
MG,Planura,Sudeste,422.102,2016
MG,Gonçalves,Sudeste,59.378,2017
RN,Poço Branco,Nordeste,106.065,2018
RS,Dois Irmãos das Missões,Sul,111.609,2016
PA,Magalhães Barata,Norte,75.316,2017
PE,Araçoiaba,Nordeste,139.010,2017
PB,Baraúna,Nordeste,41.903,2018
SP,Bom Sucesso de Itararé,Sudeste,53.769,2017
SE,Santo Amaro das Brotas,Nordeste,125.130,2017
MG,Ipaba,Sudeste,147.649,2017
MA,Lajeado Novo,Nordeste,75.197,2018
PB,Caturité,Nordeste,56.763,2017
PB,Monte Horebe,Nordeste,36.239,2019
MG,Taquaraçu de Minas,Sudeste,49.840,2019
MG,Botumirim,Sudeste,48.336,2017
RN,Martins,Nordeste,89.712,2018
PR,Cruzeiro do Iguaçu,Sul,114.154,2018
MG,Pimenta,Sudeste,199.497,2019
SE,Brejo Grande,Nordeste,77.550,2017
BA,Nova Fátima,Nordeste,77.229,2018
MA,Paulo Ramos,Nordeste,150.252,2018
RO,Alvorada DOeste,Norte,256.200,2018
RS,Boa Vista do Cadeado,Sul,275.402,2018
MS,Bonito,Centro-Oeste,751.409,2018
PB,Coxixola,Nordeste,20.762,2019
BA,Santa Rita de Cássia,Nordeste,238.839,2019
BA,Cícero Dantas,Nordeste,256.280,2016
RS,Coronel Pilar,Sul,38.697,2017
RS,Cacequi,Sul,307.957,2016
PR,Conselheiro Mairinck,Sul,98.950,2017
RS,Chuvisca,Sul,103.454,2017
CE,Ipaporanga,Nordeste,77.930,2018
PI,Avelino Lopes,Nordeste,83.961,2019
BA,Ribeirão do Largo,Nordeste,80.500,2018
PB,Aguiar,Nordeste,50.141,2019
PA,Brejo Grande do Araguaia,Norte,76.450,2016
MG,Conceição das Pedras,Sudeste,38.067,2018
MG,Malacacheta,Sudeste,194.124,2018
GO,Paraúna,Centro-Oeste,863.664,2018
PA,Eldorado dos Carajás,Norte,429.733,2019
PI,Matias Olímpio,Nordeste,72.096,2017
MA,Junco do Maranhão,Nordeste,45.724,2018
GO,São João dAliança,Centro-Oeste,286.476,2016
MG,Montezuma,Sudeste,68.568,2019
MG,Felício dos Santos,Sudeste,43.840,2016
RS,Derrubadas,Sul,77.764,2016
PB,Damião,Nordeste,41.814,2017
BA,Souto Soares,Nordeste,103.221,2017
AL,Campo Alegre,Nordeste,446.781,2016
RS,David Canabarro,Sul,143.154,2019
BA,Irajuba,Nordeste,58.920,2017
RS,Jacuizinho,Sul,104.151,2016
GO,Urutaí,Centro-Oeste,83.713,2016
PR,Engenheiro Beltrão,Sul,396.817,2016
RN,Pedro Avelino,Nordeste,58.018,2018
MG,Catas Altas da Noruega,Sudeste,35.339,2019
PR,Cruzeiro do Iguaçu,Sul,114.728,2019
SP,Poloni,Sudeste,133.850,2016
MG,São Geraldo da Piedade,Sudeste,36.105,2017
PB,Damião,Nordeste,42.880,2019
PR,Mato Rico,Sul,76.717,2016
PE,Solidão,Nordeste,38.889,2016
TO,Angico,Norte,35.480,2017
RN,Vera Cruz,Nordeste,106.737,2017
SP,Iguape,Sudeste,809.931,2017
BA,Paratinga,Nordeste,200.720,2016
RO,Urupá,Norte,217.076,2018
MG,Barão de Monte Alto,Sudeste,49.692,2019
MG,Santa Rita de Jacutinga,Sudeste,62.714,2019
TO,Centenário,Norte,30.300,2016
PI,São Félix do Piauí,Nordeste,22.883,2016
SP,Três Fronteiras,Sudeste,109.502,2017
TO,Miracema do Tocantins,Norte,525.389,2018
AM,Beruri,Norte,124.199,2016
PE,Moreilândia,Nordeste,81.056,2017
SP,Eldorado,Sudeste,319.754,2018
AL,Olho dÁgua do Casado,Nordeste,70.044,2017
BA,Capela do Alto Alegre,Nordeste,88.386,2017
PA,Pacajá,Norte,580.576,2017
SP,Auriflama,Sudeste,303.052,2018
PI,Joaquim Pires,Nordeste,104.115,2019
SC,Balneário Gaivota,Sul,166.809,2019
MG,Toledo,Sudeste,64.905,2016
TO,Natividade,Norte,116.917,2017
