Município,UF,População,Total Despesa
Salto do Itararé,PR,5201,14646912.49
Salto do Jacuí,RS,12429,39923158.12
Salto do Lontra,PR,14539,39325692.59
Salvador,BA,2921087,5680838738.24
Salvador das Missões,RS,2769,16512835.46
Salvador do Sul,RS,7315,24747611.35
Sambaíba,MA,5554,16429975.5
Sampaio,TO,4415,415290.84
Sananduva,RS,16139,43255758.98
Sanclerlândia,GO,7783,20136332.35
Sandolândia,TO,3410,12256190.08
Sandovalina,SP,4076,26220547.15
Sangão,SC,11767,26832462.39
Sanharó,PE,25047,42546673.43
Sant'Ana do Livramento,RS,82968,229750783.77
Santa Adélia,SP,15178,39475494.33
Santa Albertina,SP,5971,22445847.3
Santa Amélia,PR,3684,12027269.22
Santa Branca,SP,14534,43433297.14
Santa Brígida,BA,15100,30838605.31
Santa Bárbara,BA,20754,32442192.98
Santa Bárbara,MG,30169,86152016.05
Santa Bárbara d'Oeste,SP,190139,468251035.24
Santa Bárbara de Goiás,GO,6259,15640721.7
Santa Bárbara do Leste,MG,8107,15501564.51
Santa Bárbara do Monte Verde,MG,3037,10741983.38
Santa Bárbara do Pará,PA,19645,31451399.02
Santa Bárbara do Sul,RS,8793,37105874.76
Santa Bárbara do Tugúrio,MG,4617,12640951.09
Santa Carmem,MT,4292,25994338.26
Santa Cecília,PB,6583,16420516.8
Santa Cecília,SC,16510,40755800.75
Santa Cecília do Pavão,PR,3597,12671883.63
Santa Cecília do Sul,RS,1698,11406661.56
Santa Clara d'Oeste,SP,2137,13730662.61
Santa Clara do Sul,RS,6183,21666115.51
Santa Cruz,PB,6579,15267912.77
Santa Cruz,PE,14857,31765113.79
Santa Cruz,RN,38924,72044221.94
Santa Cruz Cabrália,BA,28226,64382144.43
Santa Cruz da Baixa Verde,PE,12375,34248424.39
Santa Cruz da Conceição,SP,4332,19303110.34
Santa Cruz da Esperança,SP,2084,14386188.69
Santa Cruz da Vitória,BA,6750,18027821.45
Santa Cruz das Palmeiras,SP,32749,66414816.29
Santa Cruz de Goiás,GO,3095,12505451.58
Santa Cruz de Minas,MG,8429,14352610.11
Santa Cruz de Monte Castelo,PR,8166,26003052.25
Santa Cruz de Salinas,MG,4383,13453944.42
Santa Cruz do Arari,PA,9417,18120168.91
Santa Cruz do Capibaribe,PE,101485,142532062.84
Santa Cruz do Escalvado,MG,5003,15123660.83
Santa Cruz do Piauí,PI,6127,12873189.88
Santa Cruz do Rio Pardo,SP,46633,134541124.31
Santa Cruz do Sul,RS,126084,386855194.66
Santa Cruz do Xingu,MT,2284,16513961.96
Santa Cruz dos Milagres,PI,3926,10582761.11
Santa Efigênia de Minas,MG,4622,14027199.93
Santa Ernestina,SP,5681,16573743.0
Santa Filomena,PE,14172,36589872.87
Santa Filomena,PI,6153,16381611.72
Santa Filomena do Maranhão,MA,7576,14456030.98
Santa Fé,PR,11431,28673821.14
Santa Fé de Goiás,GO,5194,19197020.23
Santa Fé de Minas,MG,4009,13353535.79
Santa Fé do Araguaia,TO,7232,16196547.45
Santa Fé do Sul,SP,31348,137053815.15
Santa Gertrudes,SP,24737,89024926.37
Santa Helena,MA,41009,85447254.93
Santa Helena,PR,25415,174800752.49
Santa Helena de Goiás,GO,38378,84614281.95
Santa Helena de Minas,MG,6362,12582750.36
Santa Inês,BA,11177,21650024.04
Santa Inês,PB,3594,11237110.43
Santa Inês,PR,1765,11150257.89
Santa Isabel,GO,3836,13580402.3
Santa Isabel,SP,54926,132618215.35
Santa Isabel do Ivaí,PR,8896,25603635.7
Santa Isabel do Rio Negro,AM,22404,9311729.89
Santa Izabel do Oeste,PR,14165,38604569.97
Santa Izabel do Pará,PA,66490,95667080.58
Santa Juliana,MG,12939,36699199.26
Santa Leopoldina,ES,12885,36732978.97
Santa Luz,PI,5719,11853388.71
Santa Luzia,BA,13626,27360324.77
Santa Luzia,MA,71067,130691032.25
Santa Luzia,MG,216254,381835775.12
Santa Luzia,PB,15278,29861708.78
Santa Luzia D'Oeste,RO,8532,31969092.55
Santa Luzia do Itanhy,SE,13836,37847546.12
Santa Luzia do Norte,AL,7325,32088624.03
Santa Luzia do Paruá,MA,24663,46915274.44
Santa Lúcia,PR,3976,16340664.55
Santa Lúcia,SP,8687,18026451.06
Santa Margarida,MG,15982,29332420.58
Santa Margarida do Sul,RS,2495,14735506.28
Santa Maria,RN,5341,14915202.9
Santa Maria,RS,276108,587819712.88
Santa Maria Madalena,RJ,10225,46539695.05
Santa Maria da Boa Vista,PE,41293,75815600.44
Santa Maria da Serra,SP,5902,19969695.1
Santa Maria da Vitória,BA,41795,87668999.34
Santa Maria das Barreiras,PA,19925,41774468.21
Santa Maria de Itabira,MG,10964,20023288.72
Santa Maria de Jetibá,ES,38850,97586170.73
Santa Maria do Cambucá,PE,13826,27177550.56
Santa Maria do Herval,RS,6328,17684127.79
Santa Maria do Oeste,PR,11009,27214409.3
Santa Maria do Pará,PA,23927,35066353.84
Santa Maria do Salto,MG,5393,13453886.82
Santa Maria do Suaçuí,MG,14869,26246687.62
Santa Maria do Tocantins,TO,3252,9213897.59
Santa Mariana,PR,12432,29618925.77
Santa Mercedes,SP,2937,12662581.96
Santa Mônica,PR,3849,14996378.34
Santa Quitéria,CE,43359,79970976.71
Santa Quitéria do Maranhão,MA,25041,47715164.69
Santa Rita,MA,35980,77159346.23
Santa Rita,PB,134940,217310558.6
Santa Rita d'Oeste,SP,2564,14739235.54
Santa Rita de Caldas,MG,9218,19702038.17
Santa Rita de Cássia,BA,28822,50018996.72
Santa Rita de Ibitipoca,MG,3595,12676951.57
Santa Rita de Jacutinga,MG,5065,13317944.26
Santa Rita de Minas,MG,7042,14770335.04
Santa Rita do Araguaia,GO,7916,16266347.22
Santa Rita do Itueto,MG,5739,13783308.08
Santa Rita do Novo Destino,GO,3331,12956308.14
Santa Rita do Pardo,MS,7633,27556992.11
Santa Rita do Passa Quatro,SP,27502,76459618.16
Santa Rita do Sapucaí,MG,41425,70663219.99
Santa Rita do Tocantins,TO,2300,12380187.52
Santa Rita do Trivelato,MT,3036,23797329.23
Santa Rosa,RS,72240,252058959.25
Santa Rosa da Serra,MG,3368,12921105.21
Santa Rosa de Goiás,GO,2722,12514115.85
Santa Rosa de Lima,SC,2128,12046285.79
Santa Rosa de Lima,SE,3913,14363290.42
Santa Rosa de Viterbo,SP,25666,56285812.2
Santa Rosa do Piauí,PI,5178,12504199.86
Santa Rosa do Purus,AC,5809,17139144.04
Santa Rosa do Sul,SC,8309,20571641.38
Santa Rosa do Tocantins,TO,4794,14833772.13
Santa Salete,SP,1523,11754425.35
Santa Teresa,ES,23735,63813232.52
Santa Teresinha,BA,10586,22514858.8
Santa Teresinha,PB,4592,14057882.61
Santa Tereza,RS,1781,9301481.1
Santa Tereza de Goiás,GO,3814,13810633.7
Santa Tereza do Oeste,PR,10509,38307180.12
Santa Tereza do Tocantins,TO,2762,10350186.84
Santa Terezinha,MT,7883,23151515.66
Santa Terezinha,PE,11627,26398390.6
Santa Terezinha,SC,8864,18641439.66
Santa Terezinha de Goiás,GO,9876,21323289.29
Santa Terezinha de Itaipu,PR,22570,72967834.1
Santa Terezinha do Progresso,SC,2666,12146557.64
Santa Terezinha do Tocantins,TO,2547,9471405.55
Santa Vitória,MG,19389,101318106.45
Santa Vitória do Palmar,RS,31436,102072116.08
Santaluz,BA,36915,72150367.89
Santana,AP,112218,101558334.64
Santana,BA,27260,46019740.98
Santana da Boa Vista,RS,8434,20238539.06
Santana da Ponte Pensa,SP,1591,11222786.24
Santana da Vargem,MG,7349,16987881.36
Santana de Cataguases,MG,3836,10885359.79
Santana de Mangueira,PB,5223,13490864.21
Santana de Parnaíba,SP,126574,674011770.42
Santana de Pirapama,MG,8032,15390014.5
Santana do Acaraú,CE,31596,61613511.2
Santana do Araguaia,PA,67033,95019391.84
Santana do Cariri,CE,17468,37860345.63
Santana do Deserto,MG,4016,11812726.82
Santana do Garambéu,MG,2400,11180426.11
Santana do Ipanema,AL,47820,133798961.1
Santana do Itararé,PR,5267,17802407.53
Santana do Jacaré,MG,4828,11222608.49
Santana do Manhuaçu,MG,8844,15905632.85
Santana do Matos,RN,13605,28584181.63
Santana do Mundaú,AL,11009,31529120.52
Santana do Paraíso,MG,31604,55712217.49
Santana do Piauí,PI,4544,11214811.36
Santana do Riacho,MG,4258,14806116.78
Santana do Seridó,RN,2675,11845593.05
Santana do São Francisco,SE,7607,18007989.44
Santana dos Garrotes,PB,7113,12993174.46
Santana dos Montes,MG,3897,11737828.87
Santanópolis,BA,9442,20296354.66
Santarém,PA,292520,559925243.46
Santiago,RS,50635,111292194.1
Santiago do Sul,SC,1365,11074771.65
Santo Afonso,MT,3038,13736541.79
Santo Amaro,BA,61702,103277074.77
Santo Amaro da Imperatriz,SC,21920,57602200.33
Santo Amaro das Brotas,SE,12025,26076700.35
Santo Amaro do Maranhão,MA,15375,28880686.09
Santo Anastácio,SP,21044,43814230.3
Santo André,PB,2541,11201777.13
Santo André,SP,710210,2403223463.28
Santo Antônio,RN,23865,40913727.71
Santo Antônio da Alegria,SP,6739,23306172.97
Santo Antônio da Barra,GO,4714,17832947.87
Santo Antônio da Patrulha,RS,41977,97975181.9
Santo Antônio da Platina,PR,45299,91179836.19
Santo Antônio das Missões,RS,11174,34041576.18
Santo Antônio de Goiás,GO,5527,17995163.16
Santo Antônio de Jesus,BA,101548,157274880.72
Santo Antônio de Lisboa,PI,6244,11433380.76
Santo Antônio de Posse,SP,22389,77812245.75
Santo Antônio de Pádua,RJ,41178,114166679.87
Santo Antônio do Amparo,MG,18367,44673001.25
Santo Antônio do Aracanguá,SP,8169,42433124.57
Santo Antônio do Aventureiro,MG,3659,11997222.47
Santo Antônio do Caiuá,PR,2757,12273002.49
Santo Antônio do Descoberto,GO,69988,11270690.14
Santo Antônio do Grama,MG,4103,13705945.49
Santo Antônio do Itambé,MG,4093,11926388.13
Santo Antônio do Içá,AM,23688,46504778.11
Santo Antônio do Jacinto,MG,12008,22930542.26
Santo Antônio do Jardim,SP,6053,17904589.96
Santo Antônio do Leste,MT,4591,23340151.15
Santo Antônio do Leverger,MT,19257,44194478.95
Santo Antônio do Monte,MG,27752,61365340.57
Santo Antônio do Palma,RS,2198,13155455.55
Santo Antônio do Paraíso,PR,2333,14740986.68
Santo Antônio do Pinhal,SP,6767,25294765.96
Santo Antônio do Planalto,RS,2056,13652939.95
Santo Antônio do Retiro,MG,7290,16370756.99
Santo Antônio do Rio Abaixo,MG,1816,9895115.48
Santo Antônio do Sudoeste,PR,19958,56008057.06
Santo Antônio dos Lopes,MA,14253,92550898.87
Santo Antônio dos Milagres,PI,2115,8971569.64
Santo Augusto,RS,14349,37556381.25
Santo Cristo,RS,14757,41203608.65
Santo Estêvão,BA,53193,90886043.25
Santo Expedito,SP,3011,11572650.37
Santo Expedito do Sul,RS,2485,11946974.63
Santo Hipólito,MG,3246,16029421.42
Santo Inácio,PR,5481,24036444.91
Santo Inácio do Piauí,PI,3720,10989471.78
Santo Ângelo,RS,78976,172381221.6
Santos,SP,433966,2455214454.89
Santos Dumont,MG,47559,77406563.5
Santópolis do Aguapeí,SP,4611,12957975.5
Sapeaçu,BA,17664,49294677.07
Sapezal,MT,22665,92536848.82
Sapiranga,RS,79560,197262968.94
Sapopema,PR,6908,20824186.41
Sapucaia,PA,5587,19880186.28
Sapucaia,RJ,17606,72389537.8
Sapucaia do Sul,RS,138357,338179752.7
Sapucaí-Mirim,MG,6739,16231339.34
Sapé,PB,52218,87892005.78
Saquarema,RJ,82359,237917310.53
Sarandi,PR,90376,175987231.98
Sarandi,RS,23036,55784499.54
Sarapuí,SP,9836,25201606.71
Sardoá,MG,6083,14734962.33
Sarutaiá,SP,3694,12992671.01
Sarzedo,MG,29889,87013457.68
Satuba,AL,13381,29997883.51
Satubinha,MA,13487,26467009.26
Saubara,BA,12238,32525072.97
Saudade do Iguaçu,PR,5372,57590466.54
Saudades,SC,9524,26242739.22
Saúde,BA,12739,23385067.73
Schroeder,SC,18827,50407127.63
Seabra,BA,45202,75300039.51
Seara,SC,17439,50540747.07
Sebastianópolis do Sul,SP,3334,18137339.7
Sebastião Barros,PI,3455,13824209.93
Sebastião Laranjeiras,BA,11528,22584537.27
Sebastião Leal,PI,4209,14497309.01
Seberi,RS,11164,32019029.26
Sede Nova,RS,3063,14311858.3
Segredo,RS,7388,18624115.33
Selbach,RS,5134,17637460.3
Selvíria,MS,6455,34756790.23
Sem-Peixe,MG,2814,11223498.79
Sena Madureira,AC,41750,56196325.62
Senador Alexandre Costa,MA,10862,15793342.02
Senador Amaral,MG,5419,14556880.05
Senador Canedo,GO,100367,364849278.01
Senador Cortes,MG,2047,11350972.06
Senador Elói de Souza,RN,6087,16469995.47
Senador Firmino,MG,7700,15897346.92
Senador Georgino Avelino,RN,4322,13646307.9
Senador Guiomard,AC,21182,37024568.66
Senador José Bento,MG,1735,10881474.1
Senador José Porfírio,PA,11827,42046062.02
Senador La Rocque,MA,14081,35187359.0
Senador Modestino Gonçalves,MG,4484,15330187.31
Senador Pompeu,CE,26547,53877633.21
Senador Rui Palmeira,AL,13909,34060229.52
Senador Salgado Filho,RS,2885,12743304.95
Senador Sá,CE,7367,16440255.02
Sengés,PR,19302,39863540.41
Senhor do Bonfim,BA,81330,121658653.56
Senhora de Oliveira,MG,5879,14019036.05
Senhora do Porto,MG,3599,14568336.8
Senhora dos Remédios,MG,10585,18538227.04
Sentinela do Sul,RS,5486,13953581.33
Sento Sé,BA,41464,76310994.64
Serafina Corrêa,RS,15814,52935642.27
Sericita,MG,7406,15663071.45
Seringueiras,RO,12581,31356226.61
Seritinga,MG,1865,9978105.06
Serra,ES,485376,1088686215.09
Serra Alta,SC,3312,13994442.52
Serra Azul,SP,13216,28350386.59
Serra Azul de Minas,MG,4363,11815000.64
Serra Branca,PB,13564,28643753.93
Serra Caiada,RN,9814,25258405.8
Serra Dourada,BA,18389,39701688.95
Serra Grande,PB,3078,11544736.15
Serra Negra,SP,28321,88584629.51
Serra Negra do Norte,RN,8130,17254542.1
Serra Nova Dourada,MT,1520,11428070.53
Serra Preta,BA,15351,39627265.97
Serra Redonda,PB,7053,13111556.37
Serra Talhada,PE,84352,174444178.69
Serra da Raiz,PB,3154,12780854.09
Serra da Saudade,MG,818,10343842.75
Serra de São Bento,RN,5883,12987427.89
Serra do Mel,RN,11507,33624088.31
Serra do Navio,AP,4938,11084234.74
Serra do Ramalho,BA,33011,63186742.0
Serra do Salitre,MG,11325,34032173.7
Serra dos Aimorés,MG,8767,13597400.34
Serrana,SP,42784,109739986.17
Serrania,MG,7796,16159605.87
Serrano do Maranhão,MA,10859,25448858.85
Serranos,MG,2030,12466365.7
Serranópolis,GO,8147,28912841.07
Serranópolis de Minas,MG,4712,13556310.09
Serranópolis do Iguaçu,PR,4652,25862386.28
Serraria,PB,6153,12589257.83
Serrinha,BA,83275,138499111.89
Serrinha,RN,6518,14338669.8
Serrinha dos Pintos,RN,4797,13653796.71
Serrita,PE,19017,49791030.63
Serro,MG,21427,47650784.24
Serrolândia,BA,13373,25961997.89
Sertaneja,PR,5724,26641505.09
Sertanópolis,PR,16373,52182239.9
Sertânia,PE,35367,64094913.33
Sertão,RS,6169,20095912.9
Sertão Santana,RS,6246,18433691.5
Sertãozinho,PB,4892,14501179.43
Sertãozinho,SP,120152,399857602.54
Sete Barras,SP,13144,37567619.6
Sete Lagoas,MG,232107,621166323.43
Sete Quedas,MS,10832,30464211.87
Sete de Setembro,RS,2132,11679248.63
Setubinha,MG,11837,20927733.2
Severiano Melo,RN,3893,14276238.19
Severiano de Almeida,RS,3890,15698060.8
Severínia,SP,16806,45291018.66
Siderópolis,SC,13686,39092627.29
Sidrolândia,MS,51355,138906627.83
Sigefredo Pacheco,PI,9854,17018730.62
Silva Jardim,RJ,21307,108750113.46
Silvanópolis,TO,5345,12951012.78
Silveira Martins,RS,2487,11920287.18
Silveiras,SP,6158,21364311.17
Silveirânia,MG,2282,10665070.22
Silves,AM,9081,20832987.97
Silvianópolis,MG,6283,15517067.43
Silvânia,GO,20233,58184086.42
Simolândia,GO,6834,15871192.04
Simonésia,MG,19421,33593022.3
Simplício Mendes,PI,12424,28954954.25
Simão Dias,SE,40526,66221025.17
Simão Pereira,MG,2640,13623315.82
Simões,PI,14411,38413432.31
Simões Filho,BA,133202,288132891.76
Sinimbu,RS,10400,26261388.71
Sinop,MT,129916,341147672.5
Siqueira Campos,PR,20094,48513232.3
Sirinhaém,PE,44187,78596242.56
Siriri,SE,8677,24886481.76
Sobradinho,BA,23583,59475320.75
Sobradinho,RS,14944,37411918.95
Sobrado,PB,7712,17517111.51
Sobral,CE,201756,567114202.2
Sobrália,MG,5842,12764382.68
Socorro,SP,39565,93153588.88
Soledade,PB,14714,29306290.91
Soledade,RS,31261,78418111.23
Soledade de Minas,MG,6055,13817811.96
Solidão,PE,5949,19185677.08
Solonópole,CE,18094,42710065.6
Solânea,PB,26734,37872013.21
Sombrio,SC,28966,75232915.87
Sonora,MS,17483,52763107.08
Sooretama,ES,27966,64960635.3
Sorocaba,SP,644919,2496686580.02
Sorriso,MT,80298,252534301.35
Sossêgo,PB,3475,12654888.93
Soure,PA,24286,41788617.05
Sousa,PB,68822,110249885.78
Souto Soares,BA,17332,32055772.56
Sucupira,TO,1900,9013077.73
Sucupira do Norte,MA,10434,20955997.92
Sucupira do Riachão,MA,5537,16762918.99
Sud Mennucci,SP,7712,35860400.61
Sul Brasil,SC,2624,13672571.48
Sulina,PR,3293,14721600.68
Sumaré,SP,265955,638730952.21
Sumidouro,RJ,15127,54742434.21
Sumé,PB,16784,40026673.7
Surubim,PE,63166,97968612.47
Sussuapara,PI,6545,13256549.56
Suzano,SP,285280,612650429.42
Suzanápolis,SP,3742,19292184.34
Sátiro Dias,BA,20320,49294677.07
São Benedito,CE,46171,92556876.25
São Benedito do Rio Preto,MA,18256,41489994.48
São Benedito do Sul,PE,15305,29553114.42
São Bentinho,PB,4451,12203881.59
São Bento,MA,45044,60807687.14
São Bento,PB,33464,65708465.93
São Bento Abade,MG,5043,14014515.01
São Bento do Norte,RN,2905,19787983.02
São Bento do Sapucaí,SP,10864,29906793.03
São Bento do Sul,SC,80936,232637682.56
São Bento do Tocantins,TO,5096,13200000.0
São Bento do Trairí,RN,4318,12908509.01
São Bento do Una,PE,57659,89018652.26
São Bernardino,SC,2545,13000878.22
São Bernardo,MA,27817,49487444.05
São Bernardo do Campo,SP,816925,3810561311.27
São Bonifácio,SC,2944,13611718.36
São Borja,RS,62990,172212076.9
São Brás,AL,7034,17443044.12
São Brás do Suaçuí,MG,3712,17055506.69
São Caetano do Sul,SP,158024,1273987223.63
São Caitano,PE,36763,57229632.84
São Carlos,SC,10944,28503692.92
São Carlos,SP,241389,695391357.92
São Carlos do Ivaí,PR,6756,23300967.04
São Cristovão do Sul,SC,5360,18971108.18
São Cristóvão,SE,86979,95500344.01
São Desidério,BA,32640,143849155.93
São Domingos,BA,9877,16950721.29
São Domingos,GO,12307,28002525.91
São Domingos,PB,3061,10922100.37
São Domingos,SC,9516,31725993.78
São Domingos,SE,10971,20247072.65
São Domingos das Dores,MG,5661,15848845.03
São Domingos do Araguaia,PA,24451,46533776.82
São Domingos do Azeitão,MA,7224,19189688.26
São Domingos do Cariri,PB,2563,10101840.89
São Domingos do Maranhão,MA,33707,22763929.02
São Domingos do Norte,ES,8709,26262311.6
São Domingos do Prata,MG,17798,33155551.98
São Domingos do Sul,RS,3064,12800627.93
São Felipe,BA,21582,46519520.74
São Felipe D'Oeste,RO,6103,17591857.18
São Fernando,RN,3587,12534079.36
São Fidélis,RJ,37703,87926277.37
São Francisco,MG,56423,95479478.92
São Francisco,PB,3375,11901365.54
São Francisco,SE,3847,12817977.62
São Francisco,SP,2857,13109876.21
São Francisco de Assis,RS,19495,51641345.58
São Francisco de Assis do Piauí,PI,5786,12643243.23
São Francisco de Goiás,GO,6341,16058296.46
São Francisco de Itabapoana,RJ,41291,113763678.18
São Francisco de Paula,MG,6670,15171592.97
São Francisco de Paula,RS,21551,45982774.51
São Francisco de Sales,MG,6150,22341908.78
São Francisco do Brejão,MA,11444,28257456.63
São Francisco do Conde,BA,39329,489281169.42
São Francisco do Glória,MG,5145,16421691.12
São Francisco do Guaporé,RO,19002,53938213.36
São Francisco do Maranhão,MA,11966,20397140.96
São Francisco do Oeste,RN,4173,13591056.19
São Francisco do Piauí,PI,6329,18101822.02
São Francisco do Sul,SC,48606,214898056.84
São Félix,BA,15091,32197005.12
São Félix de Balsas,MA,4518,11787088.69
São Félix de Minas,MG,3462,14060637.33
São Félix do Araguaia,MT,11125,40677663.88
São Félix do Coribe,BA,15647,43628771.21
São Félix do Piauí,PI,2920,10613876.05
São Félix do Tocantins,TO,1545,10489547.55
São Félix do Xingu,PA,116186,153485941.42
São Gabriel,BA,19542,36978651.12
São Gabriel,RS,62785,135677617.69
São Gabriel da Cachoeira,AM,43094,68644949.91
São Gabriel da Palha,ES,36328,73296715.84
São Gabriel do Oeste,MS,24982,123049791.12
São Geraldo,MG,11559,19825708.41
São Geraldo da Piedade,MG,4289,14540672.87
São Geraldo do Baixio,MG,3834,12347024.47
São Gonçalo,RJ,1038081,1053811984.37
São Gonçalo do Abaeté,MG,6780,21558230.11
São Gonçalo do Amarante,CE,47297,245159753.98
São Gonçalo do Amarante,RN,98260,225123572.49
São Gonçalo do Gurguéia,PI,2960,10387154.7
São Gonçalo do Pará,MG,11654,24700073.27
São Gonçalo do Piauí,PI,4903,13913045.6
São Gonçalo do Rio Abaixo,MG,10588,176535729.16
São Gonçalo do Rio Preto,MG,3189,12227466.0
São Gonçalo do Sapucaí,MG,25274,41610187.61
São Gonçalo dos Campos,BA,37554,60282533.22
São Gotardo,MG,34425,57159255.18
São Jerônimo,RS,23527,45927889.09
São Jerônimo da Serra,PR,11553,26117515.51
São Joaquim,SC,26247,54192513.13
São Joaquim da Barra,SP,50110,112109949.3
São Joaquim de Bicas,MG,29162,61018535.57
São Joaquim do Monte,PE,21171,46668679.39
São Jorge,RS,2846,11009812.68
São Jorge d'Oeste,PR,9302,43436479.54
São Jorge do Ivaí,PR,5674,22598389.66
São Jorge do Patrocínio,PR,6015,29423533.39
São José,SC,232309,526402968.27
São José da Barra,MG,7270,29753792.72
São José da Bela Vista,SP,8823,26923643.28
São José da Boa Vista,PR,6539,19711515.47
São José da Coroa Grande,PE,20335,41183011.31
São José da Lagoa Tapada,PB,7677,19173620.32
São José da Laje,AL,24048,53357690.09
São José da Lapa,MG,22257,54454674.37
São José da Safira,MG,4274,14248422.28
São José da Tapera,AL,32271,95438180.03
São José da Varginha,MG,4702,14388739.31
São José da Vitória,BA,6118,14922125.44
São José das Missões,RS,2736,11341984.94
São José das Palmeiras,PR,3847,15393027.72
São José de Caiana,PB,6231,14614962.76
São José de Espinharas,PB,4684,12869684.16
São José de Mipibu,RN,43191,86322214.17
São José de Piranhas,PB,19956,35377162.0
São José de Princesa,PB,3955,10471642.76
São José de Ribamar,MA,174267,278764344.59
São José de Ubá,RJ,7206,32950177.11
São José do Alegre,MG,4197,10034955.32
São José do Barreiro,SP,4185,21344477.54
São José do Belmonte,PE,33677,62664872.0
São José do Bonfim,PB,3492,11385500.42
São José do Brejo do Cruz,PB,1780,11065998.79
São José do Calçado,ES,11012,53011212.99
São José do Campestre,RN,12933,23701658.64
São José do Cedro,SC,13901,37613657.76
São José do Cerrito,SC,8823,20857123.48
São José do Divino,MG,3944,13780153.94
São José do Divino,PI,5246,11912078.13
São José do Egito,PE,33365,69267644.2
São José do Goiabal,MG,5673,12992525.42
São José do Herval,RS,2186,12406500.63
São José do Hortêncio,RS,4463,18703598.81
São José do Inhacorá,RS,2220,13950873.83
São José do Jacuri,MG,6671,13803898.73
São José do Jacuípe,BA,11061,23727935.32
São José do Mantimento,MG,2755,10417249.68
São José do Norte,RS,26977,69168967.77
São José do Ouro,RS,7116,19537745.69
São José do Peixe,PI,3697,15022249.07
São José do Piauí,PI,6610,11888133.8
São José do Povo,MT,3823,12502224.48
São José do Rio Claro,MT,19052,47838558.35
São José do Rio Pardo,SP,54388,153306901.06
São José do Rio Preto,SP,442548,1473101615.29
São José do Sabugi,PB,4124,13502124.0
São José do Seridó,RN,4567,15875398.3
São José do Sul,RS,2260,12752885.85
São José do Vale do Rio Preto,RJ,20916,62643293.56
São José do Xingu,MT,5375,23523061.16
São José dos Ausentes,RS,3470,17851121.31
São José dos Basílios,MA,7495,14111776.17
São José dos Campos,SP,688597,2695018760.99
São José dos Cordeiros,PB,3729,11930178.07
São José dos Pinhais,PR,297895,964353239.26
São José dos Quatro Marcos,MT,18622,43016492.68
São José dos Ramos,PB,5870,16745384.48
São João,PE,22403,49561868.99
São João,PR,10709,36209122.18
São João Batista,SC,32720,77166120.22
São João Batista do Glória,MG,7341,27390470.25
São João Evangelista,MG,16057,34717663.93
São João Nepomuceno,MG,26336,49427262.61
São João d'Aliança,GO,12070,27549336.62
São João da Baliza,RR,7516,15135612.96
São João da Barra,RJ,34583,347357060.48
São João da Boa Vista,SP,89027,280802448.2
São João da Canabrava,PI,4523,15252452.97
São João da Fronteira,PI,5898,14893633.84
São João da Lagoa,MG,4902,12519003.31
São João da Mata,MG,2810,11304142.98
São João da Paraúna,GO,1597,10787760.88
São João da Ponte,MG,25906,59399779.06
São João da Serra,PI,6081,15369024.46
São João da Urtiga,RS,4840,16214567.46
São João da Varjota,PI,4747,11931940.23
São João das Duas Pontes,SP,2612,12673732.26
São João das Missões,MG,12652,22717875.13
São João de Iracema,SP,1885,14072926.99
São João de Meriti,RJ,460625,585530160.27
São João del Rei,MG,89378,197845398.84
São João do Arraial,PI,7755,17576925.4
São João do Caiuá,PR,6038,14703151.78
São João do Cariri,PB,4323,14233906.34
São João do Carú,MA,15520,37740669.65
São João do Itaperiú,SC,3634,15352622.31
São João do Ivaí,PR,11228,28586717.3
São João do Jaguaribe,CE,7721,20785324.29
São João do Manhuaçu,MG,11153,21719024.8
São João do Manteninha,MG,5650,18874906.58
São João do Oeste,SC,6260,21656767.35
São João do Oriente,MG,7888,15772700.33
São João do Pacuí,MG,4339,12701469.57
São João do Paraíso,MA,10949,25740738.81
São João do Paraíso,MG,23526,33468740.02
São João do Pau d'Alho,SP,2141,11369809.89
São João do Piauí,PI,20146,47838997.57
São João do Polêsine,RS,2651,12704365.91
São João do Rio do Peixe,PB,17929,34268889.84
São João do Sabugi,RN,6218,16778498.32
São João do Soter,MA,18095,45471957.0
São João do Sul,SC,7226,20831830.14
São João do Tigre,PB,4432,20807235.72
São João do Triunfo,PR,14700,34215971.6
São Julião,PI,6244,17788089.19
São Leopoldo,RS,228370,668742677.59
São Lourenço,MG,44781,129944021.61
São Lourenço da Mata,PE,110264,165971330.75
São Lourenço da Serra,SP,15177,39796485.65
São Lourenço do Oeste,SC,23245,70023928.74
São Lourenço do Piauí,PI,4493,12804359.57
São Lourenço do Sul,RS,44541,130642430.15
São Ludgero,SC,12441,36654916.43
São Luis do Piauí,PI,2595,8982725.86
São Luiz,RR,7407,15522404.08
São Luiz Gonzaga,RS,35193,78682040.79
São Luiz do Norte,GO,4980,18905066.22
São Luís,MA,1073893,2604937988.04
São Luís Gonzaga do Maranhão,MA,18607,49227264.33
São Luís de Montes Belos,GO,32491,78543159.1
São Luís do Curu,CE,12760,26838227.32
São Luís do Paraitinga,SP,10731,34017423.48
São Luís do Quitunde,AL,34623,36011154.83
São Mamede,PB,7756,18768053.02
São Manoel do Paraná,PR,2180,15054314.67
São Manuel,SP,40367,102882277.43
São Marcos,RS,21204,52740017.68
São Martinho,RS,5821,20158993.35
São Martinho,SC,3224,13510528.22
São Martinho da Serra,RS,3306,11531790.49
São Mateus,ES,124575,271955306.36
