Município,UF,População,Total Despesa
Buritis,RO,37207,62740323.88
Buritizal,SP,4313,20912632.24
Buritizeiro,MG,28071,44543975.35
Butiá,RS,21163,40785498.13
Buíque,PE,55905,82588197.08
Bálsamo,SP,8703,22126004.5
Caapiranga,AM,12214,27943071.45
Caaporã,PB,21387,56962155.29
Caatiba,BA,10486,20461430.19
Cabaceiras,PB,5386,12746885.32
Cabeceira Grande,MG,6818,23369474.24
Cabeceiras,GO,7773,16059087.08
Cabeceiras do Piauí,PI,10276,15683650.61
Cabedelo,PB,64360,166335703.11
Cabixi,RO,6424,19353618.79
Cabo Frio,RJ,204486,954357833.14
Cabo Verde,MG,14280,24210570.05
Cabo de Santo Agostinho,PE,198383,556394134.18
Cabreúva,SP,45830,145745965.17
Cabrobó,PE,32927,75479428.0
Cabrália Paulista,SP,4410,14455308.49
Cacaulândia,RO,6318,19437263.19
Cacequi,RS,13757,32692968.73
Cachoeira,BA,34394,49681318.27
Cachoeira Dourada,GO,8399,35911483.67
Cachoeira Grande,MA,8762,17059336.8
Cachoeira Paulista,SP,32046,64210259.52
Cachoeira da Prata,MG,3727,11608455.37
Cachoeira de Goiás,GO,1430,9580437.19
Cachoeira de Minas,MG,11525,18601126.83
Cachoeira de Pajeú,MG,9372,18189657.68
Cachoeira do Arari,PA,22100,36454334.21
Cachoeira do Piriá,PA,30430,41978163.39
Cachoeira do Sul,RS,85830,173118919.75
Cachoeira dos Índios,PB,10034,14997568.18
Cachoeiras de Macacu,RJ,55967,192450886.98
Cachoeirinha,PE,19814,31971248.74
Cachoeirinha,RS,125246,291681194.87
Cachoeirinha,TO,2246,9405110.4
Cachoeiro de Itapemirim,ES,206973,342386516.38
Cacimba de Areia,PB,3693,10693470.06
Cacimba de Dentro,PB,17145,27077742.59
Cacimbas,PB,7075,17219671.11
Cacimbinhas,AL,10775,24469580.93
Cacique Doble,RS,5068,13335977.67
Cacoal,RO,86556,155472565.55
Caconde,SP,18952,48371233.21
Caculé,BA,23392,35233597.51
Caetanos,BA,15913,23821295.61
Caetanópolis,MG,11046,18365520.67
Caetité,BA,52353,110337222.25
Caeté,MG,43395,72163173.02
Caetés,PE,27959,48128257.74
Cafarnaum,BA,18595,34238313.42
Cafeara,PR,2853,12332988.87
Cafelândia,PR,16321,46759610.11
Cafelândia,SP,17424,46824463.17
Cafezal do Sul,PR,4310,14105173.03
Caiana,MG,5308,13973666.01
Caiapônia,GO,17962,40163333.14
Caibaté,RS,5066,15538194.67
Caibi,SC,6259,20008643.35
Caicó,RN,66759,93593909.59
Caieiras,SP,94516,206589370.35
Cairu,BA,17457,73825156.67
Caiuá,SP,5490,26001161.87
Caiçara,PB,7298,14396059.21
Caiçara,RS,5125,15504349.89
Caiçara do Norte,RN,6568,5565374.5
Caiçara do Rio do Vento,RN,3570,11117268.87
Cajamar,SP,70710,358840396.36
Cajapió,MA,10876,16409289.92
Cajari,MA,18850,35204065.94
Cajati,SP,29010,87837644.17
Cajazeiras,PB,61030,96807716.13
Cajazeiras do Piauí,PI,3456,9951240.63
Cajazeirinhas,PB,3148,11796115.19
Cajobi,SP,10287,26340286.63
Cajueiro,AL,21261,50203305.37
Cajueiro da Praia,PI,7415,13480983.92
Cajuri,MG,4128,12218466.59
Cajuru,SP,25009,55544887.09
Caldas,MG,14325,29247978.43
Caldas Brandão,PB,5903,12668792.84
Caldas Novas,GO,79705,190300549.39
Caldazinha,GO,3582,10585246.26
Caldeirão Grande,BA,13555,27792698.23
Caldeirão Grande do Piauí,PI,5675,12102228.4
Califórnia,PR,8464,17915984.65
Calmon,SC,3407,15552076.53
Calumbi,PE,5749,15496493.29
Calçoene,AP,9979,16977295.68
Camacan,BA,33135,48797580.86
Camacho,MG,3133,9486473.38
Camalaú,PB,5945,13184864.4
Camamu,BA,36321,57707278.92
Camanducaia,MG,21901,43999885.3
Camapuã,MS,13751,42842099.11
Camaquã,RS,65628,126500597.3
Camaragibe,PE,152840,191931485.0
Camargo,RS,2710,14995227.49
Camaçari,BA,281413,962333592.61
Cambará,PR,25051,50016407.71
Cambará do Sul,RS,6703,20777614.84
Cambira,PR,7657,18063635.7
Cambuci,RJ,14849,51762436.52
Cambuquira,MG,13012,24314742.8
Cambuí,MG,28402,55105474.61
Cambé,PR,103036,191852106.31
Camocim,CE,62201,102445366.74
Camocim de São Félix,PE,18138,39415430.4
Campanha,MG,16325,27285247.86
Campanário,MG,3720,12396210.49
Campestre,AL,6952,17457610.25
Campestre,MG,21367,33367812.63
Campestre da Serra,RS,3384,12421556.52
Campestre do Maranhão,MA,13921,29754472.72
Campina Grande,PB,402912,704309367.47
Campina Grande do Sul,PR,41447,91567976.14
Campina Verde,MG,19991,39365611.0
Campina da Lagoa,PR,15353,33446778.74
Campina das Missões,RS,6112,17142219.89
Campina do Monte Alegre,SP,5869,17492651.15
Campina do Simão,PR,4113,12644150.18
Campinas,SP,1154617,3811424797.92
Campinas do Piauí,PI,5499,12148095.9
Campinas do Sul,RS,5653,17000899.41
Campinaçu,GO,3744,17837446.9
Campinápolis,MT,14971,35409407.32
Campo Alegre,AL,55814,89316454.27
Campo Alegre,SC,11982,31368422.44
Campo Alegre de Goiás,GO,6765,25849666.06
Campo Alegre de Lourdes,BA,29877,47816973.28
Campo Alegre do Fidalgo,PI,4883,11580938.4
Campo Azul,MG,3832,12172589.87
Campo Belo,MG,53870,104867252.64
Campo Bom,RS,63767,164756523.44
Campo Bonito,PR,4309,15027750.72
Campo Erê,SC,9098,25573943.92
Campo Florido,MG,7562,32535826.05
Campo Formoso,BA,71900,113143359.3
Campo Grande,MS,843120,2743387139.39
Campo Grande,RN,9688,16714053.94
Campo Grande do Piauí,PI,5775,11085494.03
Campo Largo,PR,122443,212564385.75
Campo Largo do Piauí,PI,7058,14776430.47
Campo Limpo Paulista,SP,79982,164395541.99
Campo Limpo de Goiás,GO,6957,16053217.74
Campo Magro,PR,27143,54632000.52
Campo Maior,PI,45904,83981018.47
Campo Mourão,PR,92300,221635150.62
Campo Novo,RS,5338,15789744.53
Campo Novo de Rondônia,RO,14081,32508764.12
Campo Novo do Parecis,MT,31171,97783131.53
Campo Redondo,RN,10974,18081498.71
Campo Verde,MT,36800,86410932.88
Campo do Brito,SE,17727,31168810.8
Campo do Meio,MG,11844,23234561.1
Campo do Tenente,PR,7623,18396380.8
Campos Altos,MG,15078,30622551.66
Campos Belos,GO,19412,39141836.09
Campos Borges,RS,3546,13666119.7
Campos Gerais,MG,28783,49208807.11
Campos Lindos,TO,9207,19077054.19
Campos Novos,SC,34721,106473702.74
Campos Novos Paulista,SP,4808,19546644.99
Campos Sales,CE,27077,50354087.23
Campos Verdes,GO,4115,17594464.47
Campos do Jordão,SP,50541,162339162.45
Campos dos Goytacazes,RJ,480648,2556046760.18
Camutanga,PE,8428,28366809.72
Cana Verde,MG,5738,10585382.47
Canabrava do Norte,MT,4703,12349030.96
Cananéia,SP,12601,45655480.21
Canapi,AL,17973,41824434.36
Canarana,BA,26200,39893560.68
Canas,SP,4788,14409315.56
Canavieira,PI,3911,10526900.33
Canavieiras,BA,33415,44999628.86
Canaã,MG,4721,12228168.32
Canaã dos Carajás,PA,32366,259927605.32
Candeal,BA,9075,13776460.91
Candeias,BA,88308,245497876.9
Candeias,MG,15088,30758327.49
Candeias do Jamari,RO,23573,45839961.08
Candelária,RS,31407,60349787.41
Candiba,BA,14599,19317327.03
Candiota,RS,9266,43897332.4
Candói,PR,15741,48062816.92
Canela,RS,42057,107442255.28
Canelinha,SC,11452,30273024.94
Canguaretama,RN,33289,56405665.78
Canguçu,RS,55637,100083737.7
Canhoba,SE,4057,12971147.01
Canhotinho,PE,24877,48283493.28
Canindé,CE,76724,139203538.29
Canindé de São Francisco,SE,27714,120641522.09
Canitar,SP,4812,17855155.8
Canoas,RS,339979,1220082760.46
Canoinhas,SC,54079,112753447.32
Cansanção,BA,35135,57528923.71
Cantagalo,MG,4436,13838657.48
Cantagalo,PR,13424,24494259.3
Cantagalo,RJ,19792,84236749.99
Cantanhede,MA,21299,47087378.62
Canto do Buriti,PI,20619,36255635.59
Cantá,RR,15774,26507986.45
Canudos,BA,17070,30086847.61
Canudos do Vale,RS,1834,10184537.05
Canutama,AM,14944,27692452.34
Canápolis,BA,10137,20699596.15
Canápolis,MG,11945,28024233.27
Capanema,PA,65932,94508747.53
Caparaó,MG,5435,14458652.11
Capela,AL,17591,38217687.26
Capela,SE,33024,51576451.6
Capela Nova,MG,4836,10791386.19
Capela do Alto Alegre,BA,12123,21343785.39
Capelinha,MG,37041,46759453.57
Capetinga,MG,7203,14112293.77
Capim,PB,6206,13701179.81
Capim Branco,MG,9461,15910614.73
Capim Grosso,BA,29107,49625877.9
Capinzal,SC,21928,59891354.52
Capinzal do Norte,MA,10725,23516641.01
Capinópolis,MG,16038,37450544.72
Capistrano,CE,17523,38076515.57
Capitão,RS,2749,14009392.07
Capitão Andrade,MG,5270,12841773.13
Capitão Enéas,MG,14986,30565962.24
Capitão Gervásio Oliveira,PI,3993,9901653.49
Capitão Leônidas Marques,PR,15659,34814013.57
Capitão Poço,PA,52616,64548607.72
Capitão de Campos,PI,11208,19045800.66
Capitólio,MG,8574,24345878.92
Capivari,SP,52559,159595319.68
Capivari de Baixo,SC,23342,65777248.45
Capixaba,AC,10170,16813857.89
Capoeiras,PE,20000,48869038.54
Caputira,MG,9371,17550397.26
Capão Alto,SC,2682,16479542.2
Capão Bonito,SP,47498,114956519.11
Capão Bonito do Sul,RS,1776,11603855.42
Capão da Canoa,RS,46467,126033300.36
Capão do Cipó,RS,3354,22158177.16
Capão do Leão,RS,25321,48272222.33
Caracaraí,RR,19981,42696325.71
Caracol,MS,5769,19800313.66
Caracol,PI,10588,23233408.22
Caraguatatuba,SP,111524,425672468.78
Carambeí,PR,21233,62756884.57
Caranaíba,MG,3330,10995061.64
Carandaí,MG,24864,45496549.88
Carangola,MG,33412,55588097.22
Carapebus,RJ,14713,106845722.32
Carapicuíba,SP,390073,431500443.91
Caratinga,MG,90192,147380640.81
Carauari,AM,27645,51042390.74
Caravelas,BA,22442,50124222.58
Carazinho,RS,61875,159962961.95
Caraí,MG,23458,33758446.26
Caraúbas,PB,4085,10778780.62
Caraúbas,RN,21750,41435661.15
Caraúbas do Piauí,PI,5704,12007340.94
Carbonita,MG,9487,18912981.42
Cardeal da Silva,BA,9681,21780639.89
Cardoso,SP,12257,36457804.11
Cardoso Moreira,RJ,12578,54465880.52
Careaçu,MG,6645,14682516.49
Careiro,AM,35938,56602736.58
Careiro da Várzea,AM,27357,43979659.87
Cariacica,ES,378915,532897785.17
Caridade,CE,21524,36470151.69
Caridade do Piauí,PI,4974,13023108.3
Carinhanha,BA,29864,56079317.46
Carira,SE,21299,37872707.87
Cariri do Tocantins,TO,4116,12345263.49
Caririaçu,CE,26840,48646102.07
Cariré,CE,18637,51135355.58
Cariús,CE,18813,29501414.15
Carlinda,MT,10493,21100496.09
Carlos Barbosa,RS,27279,93829418.52
Carlos Chagas,MG,20090,37763174.62
Carlos Gomes,RS,1588,10300602.98
Carlópolis,PR,14289,26297793.9
Carmo,RJ,18074,59670466.34
Carmo da Cachoeira,MG,12276,23874715.44
Carmo da Mata,MG,11429,25143380.17
Carmo de Minas,MG,14550,25129643.03
Carmo do Cajuru,MG,21519,39510030.54
Carmo do Paranaíba,MG,30739,60236452.08
Carmo do Rio Claro,MG,21273,39036761.12
Carmo do Rio Verde,GO,9571,20143697.16
Carmolândia,TO,2482,8948718.99
Carmésia,MG,2584,12221141.18
Carmópolis,SE,15283,81866061.4
Carmópolis de Minas,MG,18416,38490427.4
Carnaubal,CE,17374,33621824.18
Carnaubeira da Penha,PE,12496,24459018.59
Carnaíba,PE,19253,40238149.18
Carnaúba dos Dantas,RN,7972,14221696.83
Carneirinho,MG,9939,41726430.21
Caroebe,RR,8997,20245879.22
Carolina,MA,23902,47269658.75
Carpina,PE,80194,112517757.41
Carrancas,MG,4089,13003478.42
Carrapateira,PB,2566,10581914.85
Carrasco Bonito,TO,3945,10597336.24
Carvalhos,MG,4642,10565870.38
Carvalhópolis,MG,3523,11571845.38
Casa Branca,SP,29739,68278608.4
Casa Grande,MG,2308,8941012.77
Casa Nova,BA,71504,120000994.37
Casca,RS,9016,23617470.04
Cascalho Rico,MG,3018,14695024.23
Cascavel,CE,69498,104173215.86
Cascavel,PR,309259,560585188.35
Caseara,TO,5043,11736978.59
Caseiros,RS,3152,11966668.61
Casimiro de Abreu,RJ,39414,329268118.75
Casinhas,PE,14189,38555144.87
Casserengue,PB,7350,14109255.95
Cassilândia,MS,21557,54777398.92
Castanhal,PA,186895,299951632.55
Castanheira,MT,8379,17306367.9
Castanheiras,RO,3653,15673460.03
Castelo do Piauí,PI,18466,33220677.96
Castelândia,GO,3659,12679397.15
Castilho,SP,19620,78722247.39
Castro,PR,70454,137645717.04
Castro Alves,BA,27194,49151555.79
Cataguases,MG,73712,106784571.09
Catalão,GO,96836,331237200.02
Catanduva,SP,118853,373838471.83
Catanduvas,PR,10463,23178769.2
Catanduvas,SC,10244,25173618.06
Catarina,CE,19882,29352337.24
Catas Altas,MG,5184,31162933.94
Catas Altas da Noruega,MG,3623,12255316.56
Catende,PE,40857,65889422.13
Catiguá,SP,7553,17462276.84
Catingueira,PB,4912,11364719.77
Catolândia,BA,3644,11855122.93
Catolé do Rocha,PB,29990,40851054.39
Catu,BA,55380,101601909.76
Catuji,MG,6721,18047506.36
Catunda,CE,10257,23501498.33
Caturama,BA,9762,15998578.75
Caturité,PB,4747,13044554.89
Catuti,MG,5187,15317000.57
Catuípe,RS,9438,23187456.2
Caucaia,CE,349526,517080440.05
Cavalcante,GO,9747,26666161.99
Caxambu,MG,22244,43866462.41
Caxambu do Sul,SC,4118,16965013.5
Caxias,MA,160291,298497713.66
Caxias do Sul,RS,470223,1527293976.68
Caxingó,PI,5248,10992944.67
Caçador,SC,75048,148170702.94
Caçapava do Sul,RS,34665,72475329.21
Caçu,GO,14603,45571179.07
Caém,BA,10282,24140347.75
Ceará-Mirim,RN,72374,116388694.44
Cedral,MA,10435,20820457.69
Cedral,SP,8662,34610745.65
Cedro,CE,24986,45668223.5
Cedro,PE,11421,25621455.79
Cedro de São João,SE,5868,12111568.54
Cedro do Abaeté,MG,1222,9123819.3
Celso Ramos,SC,2784,14077717.64
Centenário,RS,3031,12093891.21
Centenário,TO,2771,8173041.1
Centenário do Sul,PR,11346,22942574.95
Central,BA,18101,41299572.57
Central de Minas,MG,7051,13464109.69
Central do Maranhão,MA,8354,15321745.83
Centralina,MG,10593,20081885.21
Centro Novo do Maranhão,MA,20707,36482682.42
Centro do Guilherme,MA,12713,27042994.02
Cerejeiras,RO,18013,46773778.43
Ceres,GO,21782,65084373.48
Cerqueira César,SP,18909,50423992.92
Cerquilho,SP,44320,122034484.02
Cerrito,RS,6501,18996395.68
Cerro Azul,PR,17689,31399834.19
Cerro Branco,RS,4654,18253941.11
Cerro Corá,RN,11305,23391967.78
Cerro Grande,RS,2457,15272476.28
Cerro Largo,RS,13926,32049408.82
Cesário Lange,SP,16943,46050341.69
Cezarina,GO,8119,28251142.23
Chalé,MG,5814,10329743.5
Chapada,RS,9622,25677988.59
Chapada Gaúcha,MG,12239,24908352.32
Chapada da Natividade,TO,3363,8323221.82
Chapada de Areia,TO,1391,7162997.5
Chapada do Norte,MG,15648,26837610.96
Chapada dos Guimarães,MT,18548,42326283.07
Chapadão do Céu,GO,8318,47843790.48
Chapadão do Lageado,SC,2892,12623414.61
Chapadão do Sul,MS,21948,91341369.82
Chapecó,SC,202009,526068974.5
Charqueada,SP,16268,38646796.8
Charqueadas,RS,37946,96001118.22
Charrua,RS,3518,10228077.74
Chaval,CE,12888,26160181.66
Chavantes,SP,12482,32358352.73
Chaves,PA,22302,53072633.67
Chiador,MG,2817,11175880.6
Chiapetta,RS,4080,15273415.23
Chopinzinho,PR,20034,63333712.09
Chorozinho,CE,19189,39917871.4
Chorrochó,BA,11484,24226613.61
Choró,CE,13246,28439160.13
Chupinguaia,RO,9887,29403566.59
Chuvisca,RS,5233,13460144.08
Chuí,RS,6320,12148168.61
Chácara,MG,3010,12604236.22
Chã Grande,PE,21142,51366382.76
Chã Preta,AL,7417,18048556.9
Chã de Alegria,PE,13105,28721306.11
Cianorte,PR,76456,161739897.57
Cidade Ocidental,GO,62903,102593736.51
Cidelândia,MA,14238,38928308.72
Cidreira,RS,14079,48580684.57
Cipotânea,MG,6813,11609511.55
Cipó,BA,16938,17722325.07
Ciríaco,RS,5017,15692124.82
Claraval,MG,4776,12972246.54
Claro dos Poções,MG,7885,13599642.33
Clementina,SP,7856,26051974.94
Clevelândia,PR,17436,36961830.22
Cláudia,MT,11457,25818546.28
Cláudio,MG,27579,49876592.68
Coaraci,BA,20183,34364024.34
Coari,AM,82209,277551280.71
Cocal,PI,27163,43982622.11
Cocal de Telha,PI,4611,11505464.78
Cocal do Sul,SC,16009,45516516.73
Cocal dos Alves,PI,6014,11965512.32
Cocalzinho de Goiás,GO,18871,41500867.0
Cocos,BA,19340,40660875.87
Codajás,AM,26242,33373996.67
Codó,MA,119962,187328603.3
Coelho Neto,MA,48078,215577745.78
Coimbra,MG,7437,13763552.6
Coité do Nóia,AL,11049,24626432.5
Coivaras,PI,3916,10482479.36
Colares,PA,11641,21576903.85
Colatina,ES,121670,283363212.47
Colina,SP,18177,62527767.44
Colinas,MA,40097,64060091.54
Colinas do Sul,GO,3563,16147470.35
Colinas do Tocantins,TO,33535,59354786.77
Colméia,TO,8581,17955169.85
Colniza,MT,32230,51181374.35
Colombo,PR,229872,296385567.88
Colorado,PR,23542,55868550.8
Colorado,RS,3546,15302307.31
Colorado do Oeste,RO,19001,34381132.86
Coluna,MG,9195,16651569.34
Colíder,MT,31707,57672177.46
Colômbia,SP,6203,35104549.59
Colônia Leopoldina,AL,21477,45462228.25
Colônia do Gurguéia,PI,6278,13027611.56
Colônia do Piauí,PI,7522,14061612.82
Combinado,TO,4839,9303647.59
Comendador Gomes,MG,3105,16100091.26
Comercinho,MG,7962,15419006.8
Comodoro,MT,19294,48861182.21
Conceição,PB,18816,30843556.89
Conceição da Aparecida,MG,10263,20650412.87
Conceição da Barra,ES,30895,71235726.77
Conceição da Barra de Minas,MG,4055,10349734.8
Conceição da Feira,BA,22448,38594588.91
Conceição das Alagoas,MG,25588,69174035.3
Conceição das Pedras,MG,2845,10098192.32
Conceição de Ipanema,MG,4618,10318915.17
Conceição de Macabu,RJ,22006,53899061.28
Conceição do Almeida,BA,18583,27271324.8
Conceição do Araguaia,PA,46302,72394940.88
Conceição do Canindé,PI,4532,11644865.51
Conceição do Castelo,ES,12673,32782996.34
Conceição do Coité,BA,67651,84782375.01
Conceição do Jacuípe,BA,33066,50796880.11
Conceição do Lago-Açu,MA,15554,26069530.86
Conceição do Mato Dentro,MG,18235,71704569.31
Conceição do Pará,MG,5430,18990463.33
Conceição do Rio Verde,MG,13559,20143712.46
Conceição do Tocantins,TO,4224,8915556.84
Conceição dos Ouros,MG,11151,19830775.67
Conchal,SP,26914,75193693.3
Conchas,SP,17286,43765796.2
Concórdia,SC,72073,196259549.35
Concórdia do Pará,PA,30801,65542390.62
Condado,PB,6722,12272103.06
Condado,PE,25632,46912467.01
Conde,BA,25961,47181598.18
Conde,PB,23554,59433978.65
Condeúba,BA,18312,36923896.15
Condor,RS,6804,22173451.54
Confins,MG,6409,29229013.92
Confresa,MT,27749,50156926.79
Congo,PB,4775,13033996.85
Congonhal,MG,11334,19127453.01
Congonhas,MG,52280,290386980.61
Congonhas do Norte,MG,5111,11776151.56
Congonhinhas,PR,8693,11698647.99
Conquista,MG,6860,18649187.79
Conselheiro Lafaiete,MG,124370,176567636.57
Conselheiro Mairinck,PR,3813,10945177.99
Conselheiro Pena,MG,23088,13279113.06
Consolação,MG,1801,9203780.51
Constantina,RS,10086,28190185.01
Contagem,MG,643476,1335179706.49
Contenda,PR,17300,36859935.42
Contendas do Sincorá,BA,4340,13688080.44
Coqueiral,MG,9476,17685833.47
Coqueiro Baixo,RS,1564,9807107.22
Coqueiro Seco,AL,5844,15994936.04
Coqueiros do Sul,RS,2486,13130050.99
Coração de Jesus,MG,26933,42052613.81
Coração de Maria,BA,23228,40138216.83
Corbélia,PR,17016,42073453.2
Cordeiro,RJ,20965,59143142.43
Cordeiros,BA,8795,17484077.61
Cordeirópolis,SP,22945,104355945.56
Cordilheira Alta,SC,4114,18906449.18
Cordisburgo,MG,8981,13645839.01
Cordislândia,MG,3565,10925313.25
Coreaú,CE,22773,42534007.84
Coremas,PB,15400,23210485.15
Corguinho,MS,5403,16990096.26
Coribe,BA,15000,32263680.14
Corinto,MG,24457,38819471.4
Cornélio Procópio,PR,48487,92185260.49
Coroaci,MG,10422,22997261.38
Coroados,SP,5685,16560016.35
Coroatá,MA,63497,97291353.89
Coromandel,MG,28428,61190442.54
Coronel Barros,RS,2549,13272619.02
Coronel Bicaco,RS,7855,21525320.21
Coronel Domingos Soares,PR,7553,22044854.77
Coronel Ezequiel,RN,5583,12197664.9
Coronel Fabriciano,MG,108843,150417018.82
Coronel Freitas,SC,10236,31214675.42
Coronel José Dias,PI,4598,10631825.57
Coronel João Pessoa,RN,4955,14716573.4
Coronel João Sá,BA,17256,40916078.56
Coronel Martins,SC,2527,11642776.38
Coronel Murta,MG,9394,15057250.62
Coronel Pacheco,MG,3101,10883525.9
Coronel Pilar,RS,1747,9270557.4
Coronel Sapucaia,MS,14712,37722273.32
Coronel Vivida,PR,21939,57389605.97
Coronel Xavier Chaves,MG,3440,10233923.21
Correia Pinto,SC,14063,40481332.16
Corrente,PI,26011,41224732.83
Cortês,PE,12624,43180198.1
Corumbataí,SP,4027,21570251.45
Corumbataí do Sul,PR,3817,14015358.08
Corumbaíba,GO,8945,29733297.66
Corumbiara,RO,8938,26575962.67
Corumbá,MS,108010,387839483.09
Corumbá de Goiás,GO,10896,20786757.88
Corupá,SC,14925,36574831.75
Coruripe,AL,56153,155383855.31
Cosmorama,SP,7396,25324774.44
Cosmópolis,SP,65628,140865190.74
Costa Marques,RO,16258,25348962.79
Cotegipe,BA,14396,30098023.68
Cotia,SP,225306,624287021.55
Cotiporã,RS,4014,17772873.23
Couto Magalhães,TO,5370,13515256.89
Couto de Magalhães de Minas,MG,4395,11555821.16
Coxilha,RS,2889,14125641.96
Coxim,MS,33045,73732353.65
Coxixola,PB,1874,8573677.29
Crateús,CE,74188,116574328.44
Crato,CE,127657,205287501.02
Cravinhos,SP,33831,96958728.12
Cravolândia,BA,5552,13941640.35
Craíbas,AL,24166,43255034.93
Criciúma,SC,204667,514700738.4
Crissiumal,RS,14315,31529642.3
Cristais,MG,12185,22215188.78
Cristais Paulista,SP,8176,24736917.02
Cristal,RS,7706,19991349.87
Cristal do Sul,RS,2916,11753165.3
Cristalina,GO,52235,128587795.33
Cristalândia,TO,7393,11386188.4
Cristalândia do Piauí,PI,8069,15084211.95
Cristiano Otoni,MG,5193,11780115.66
Cristianópolis,GO,3020,12590450.13
Cristina,MG,10485,18858107.43
Cristino Castro,PI,10191,16847455.41
Cristinápolis,SE,17726,38151005.52
Cristália,MG,5993,16062301.59
Cristópolis,BA,14247,28169691.54
Crisólita,MG,6467,13876724.65
Crisópolis,BA,21529,39459811.28
Crixás,GO,16592,49298015.0
Crixás do Tocantins,TO,1666,8859671.99
Croatá,CE,17650,33761473.16
Cromínia,GO,3622,10800882.67
Cruz,CE,23514,31735488.18
Cruz Alta,RS,63946,119022232.93
Cruz das Almas,BA,63761,90017464.81
Cruz do Espírito Santo,PB,17028,24708399.55
Cruzaltense,RS,2115,11659257.22
Cruzeiro,SP,80749,148375796.63
Cruzeiro da Fortaleza,MG,4122,16598921.43
Cruzeiro do Iguaçu,PR,4380,16272136.29
Cruzeiro do Oeste,PR,21149,43946805.87
Cruzeiro do Sul,AC,80953,119331259.47
Cruzeiro do Sul,PR,4646,18562003.42
Cruzeiro do Sul,RS,12122,30159952.22
Cruzeta,RN,8173,15553524.09
Cruzmaltina,PR,3166,12123003.82
Cruzália,SP,2234,13453955.58
Cruzília,MG,15299,24797581.7
Cubati,PB,7150,15212030.61
Cubatão,SP,126105,981586819.74
Cuiabá,MT,575480,1536530321.4
Cuitegi,PB,6867,14660803.18
Cuité,PB,20312,39104690.23
Cuité de Mamanguape,PB,6331,15731018.73
Cujubim,RO,20204,34143430.92
Cumari,GO,3001,11315527.69
Cumaru,PE,13960,30767149.21
Cumbe,SE,3970,11701345.57
Cunha,SP,22167,44540627.48
Cunha Porã,SC,10944,27868712.43
Cunhataí,SC,1937,11971721.59
Cuparaque,MG,4922,17623571.58
Cupira,PE,23769,43745825.88
Curaçá,BA,34974,68717817.61
Curionópolis,PA,17844,53212277.41
Curitiba,PR,1864416,6422553199.79
Curitibanos,SC,39061,79384457.78
Curiúva,PR,14720,27411422.05
Currais,PI,4829,12798489.36
Currais Novos,RN,44710,68467221.48
Curral Novo do Piauí,PI,5059,11207535.8
Curral Velho,PB,2526,10276179.65
Curral de Cima,PB,5252,9935058.49
Curral de Dentro,MG,7420,14274214.78
Curralinhos,PI,4318,10788218.4
Cururupu,MA,31027,53316060.92
Curuá,PA,13333,27542537.78
Curuçá,PA,37188,50647866.12
Curvelo,MG,78373,124798386.04
Curvelândia,MT,4984,11477489.01
Cutias,AP,5291,9607020.54
Cáceres,MT,90106,125682029.26
Cássia,MG,17991,33792651.18
Cássia dos Coqueiros,SP,2640,13338635.2
Cândido Godói,RS,6631,18748521.7
Cândido Mendes,MA,19567,36229341.19
Cândido Mota,SP,31063,82434528.06
Cândido Rodrigues,SP,2773,14219162.9
Cândido Sales,BA,26952,49418143.68
Cândido de Abreu,PR,16484,33631580.9
Céu Azul,PR,11589,38643874.72
Cícero Dantas,BA,34540,49353428.84
Córrego Danta,MG,3408,11953192.49
Córrego Fundo,MG,6159,17345157.55
Córrego Novo,MG,3065,11506921.25
Córrego do Bom Jesus,MG,3815,10257830.99
Córrego do Ouro,GO,2590,10404712.45
Cônego Marinho,MG,7515,15523201.54
Damianópolis,GO,3383,11320781.82
Damião,PB,5195,12327247.75
Damolândia,GO,2886,12788838.27
Darcinópolis,TO,5753,11407726.05
Datas,MG,5425,14141984.06
David Canabarro,RS,4837,15319887.98
Davinópolis,GO,2123,16021425.87
Davinópolis,MA,12650,29758486.7
Delfim Moreira,MG,8199,13584326.79
Delfinópolis,MG,7120,24376503.54
Delmiro Gouveia,AL,51349,95381908.54
Delta,MG,9280,27745013.49
Demerval Lobão,PI,13526,21069400.58
Denise,MT,8897,14651446.49
Deodápolis,MS,12588,24545134.56
Deputado Irapuan Pinheiro,CE,9403,21703996.05
Derrubadas,RS,3173,14128076.33
Descalvado,SP,32790,93430050.46
Descanso,SC,8558,21366197.47
Descoberto,MG,4989,13243263.99
Desterro,PB,8225,15441744.71
Desterro de Entre Rios,MG,7279,14644377.76
Desterro do Melo,MG,3048,10977791.6
Dezesseis de Novembro,RS,2823,10692732.0
Diadema,SP,409613,1024704042.76
Diamante D'Oeste,PR,5242,15526292.38
Diamante do Norte,PR,5501,15701206.51
Diamante do Sul,PR,3575,10777525.79
Diamantina,MG,47803,79057819.36
Diamantino,MT,20945,54699705.79
Dianópolis,TO,20870,33642513.4
Dias d'Ávila,BA,76624,137428994.3
Dilermando de Aguiar,RS,3140,12579140.21
Dionísio,MG,8558,14466880.41
Dionísio Cerqueira,SC,15283,42988303.9
Diorama,GO,2545,11317126.53
Dirce Reis,SP,1766,10278850.66
Divina Pastora,SE,4804,27254760.2
Divino,MG,19947,35408780.49
Divino de São Lourenço,ES,4669,18154975.4
Divinolândia,SP,11547,27577952.43
Divinolândia de Minas,MG,7425,14835543.25
Divinésia,MG,3427,13466353.42
